"","Anonym_Enfant","Cazotte_Diable","Cazotte_Honneur","Cazotte_Ollivier","Charriere_Caliste","Charriere_Femmes","Charriere_Lausanne","Charriere_Neuchateloises","Charriere_Noble","Diderot_Jacques","Diderot_Neveu","Diderot_Religieuse","Ducray_Cinquante","Ducray_Coelina","Ducray_Soirees","Ducray_Victor","Nerciat_Aphrodites","Nerciat_Doctorat","Nerciat_Etourdi","Nerciat_Felicia","Nerciat_Monrose","PigaultLebrun_Enfant","PigaultLebrun_Kinglin","Retif_AntiJustine","Retif_Paysan","Retif_Paysanne","Retif_Sara","Sade_120","Sade_Aline","Sade_Infortunes","Sade_Justine","Sade_Philosophie","Voltaire_Amabed","Voltaire_Candide","Voltaire_Eloge","Voltaire_Homme","Voltaire_Ingenu","Voltaire_Jenni","Voltaire_Micromegas","Voltaire_Princesse"
"Anonym_Enfant",0,0.940237868388015,1.0681027025312,0.993782719826306,1.04719776046455,1.13933678821582,1.18899048563988,1.06797431779321,1.05807414305489,1.06445864771704,1.18091109083158,0.929885952520328,0.992806258793526,1.04489186140288,1.0067818567481,1.01296294033568,0.999211934273755,1.00578256672748,0.886544278913818,0.892358828940511,0.949107650538829,0.749434570535874,0.955893151431163,0.784261146001874,1.13875409468302,1.16013146443803,0.924899129861041,0.888138657071908,1.09635842727648,0.971977172382081,1.00327434225402,1.14017447954506,1.11881985993186,1.02370535460496,1.09324574869171,1.12038110150468,1.09692972956794,1.12642802510502,1.05287347233957,1.01949168012436
"Cazotte_Diable",0.940237868388015,0,0.768676344068617,0.75729853305372,1.02056962039694,1.05455203338659,1.07422309061729,1.06536707419552,1.07840977143902,1.0499344127399,1.07146837145238,0.943893791857199,1.04108683448707,0.987452954214288,0.973201860764876,0.939655421493788,1.02069729788679,0.96269840656266,0.924014468162566,0.956928309106444,1.0089641675156,0.93161255001308,1.11183213418966,1.06426449440487,0.99949919831892,1.03567640089133,0.983579331840027,1.10355592617336,0.994740925558772,0.997335406660538,0.991463258699891,1.03423013202561,1.07073250692501,1.1315142934634,1.13476453592543,1.17766458978181,1.15303817567344,1.10677636805133,1.12256400500863,1.09704582164871
"Cazotte_Honneur",1.0681027025312,0.768676344068617,0,0.716724327715006,1.09203432864062,1.03569900176134,1.07645835650172,1.17291870297036,1.04257901998076,1.06446369756609,1.05043244934248,1.05196688128731,0.975613239077032,0.912843071060063,0.972140669981272,0.887855028644495,0.944296379417372,1.02328602944043,0.972246420920765,1.0051543174534,0.988256445309384,1.10206786466358,1.08346436022655,1.14675645584442,0.98071643512752,1.03306917968997,1.08985644304672,1.09779908638846,0.980531546545221,1.01574967959356,0.980330421557003,0.980392373630241,1.0773243106157,1.13892156585181,1.09948568240417,1.13446274481283,1.05382619273523,1.10725481950981,1.12070362170771,1.0852866704505
"Cazotte_Ollivier",0.993782719826306,0.75729853305372,0.716724327715006,0,1.2003394596213,1.04241777896849,1.14478773154436,1.22607225301233,1.03008204857509,0.996625665406086,0.984139019708953,1.03474751344374,1.08560117896789,0.904608514706081,0.939951093688337,0.813936200249391,0.908448919664334,1.03267687026109,0.994664950065615,0.973754759829319,0.984384735739456,1.00393555108483,1.01169925568404,1.13316755313896,1.08548228868686,1.12578649387266,1.16420821488368,1.04418396084905,1.00893794078104,0.975043933762286,0.932122450059842,1.05947215620916,1.06251569225893,1.04457211535553,1.11521167327815,1.11946557787938,1.06260124255874,1.10285001406861,1.07384696200442,0.970330274445607
"Charriere_Caliste",1.04719776046455,1.02056962039694,1.09203432864062,1.2003394596213,0,0.835129420696362,0.745184709957855,0.74062620914396,0.941065963570374,1.06923232958137,1.06318646724617,0.915627445113975,0.968215793963172,1.07621383986913,1.06066602241154,1.09561411081779,1.14117619625818,1.01929281150267,0.953437500470423,0.93799008625385,1.00136932049941,1.01492646223361,1.09093160676153,1.05551681020631,1.00510754441239,0.947090053586125,0.8078372957887,1.14313292918842,1.07429063983146,1.05103810118333,1.16759445101437,1.17556018254022,1.10288507666581,1.06748107412687,1.0350575955277,1.06882162900196,1.02495540994561,1.09216126752687,1.08256845609345,1.11045983721671
"Charriere_Femmes",1.13933678821582,1.05455203338659,1.03569900176134,1.04241777896849,0.835129420696362,0,0.763959623199266,0.859835356918295,0.975441319332213,0.96458412241587,0.952762365534338,1.01821136029592,1.02275186449711,1.07436379240289,1.04825215973948,1.09320890288025,0.99018381498873,1.04854157112847,1.03466984439402,1.02289623731443,1.03606656268271,1.06798151782854,1.07602803183368,1.11085197620885,0.981825356176895,0.977585233983766,1.08061010408882,1.07457755647701,1.01954747254325,1.10488452436,1.10186806420931,0.992345274487397,1.0669082024097,1.00837431347034,1.03026950777136,0.999496126700924,1.03108253038473,1.07584513561408,1.02509371707856,1.04497428952532
"Charriere_Lausanne",1.18899048563988,1.07422309061729,1.07645835650172,1.14478773154436,0.745184709957855,0.763959623199266,0,0.714280336020305,0.951151332992538,0.977747704505414,0.917108688571682,0.99304590259211,1.0839815902143,1.14029730868121,1.16135200676223,1.18887461137443,1.03345042193174,1.05183403305271,1.03444530020917,1.07101959793842,1.0710869253382,1.11199104487013,1.02711744752219,1.0726866047638,0.900527694433832,0.874853868579215,0.987281966275037,1.11245744051677,1.07997610676065,1.16089429933779,1.15081429077304,1.01707342253911,1.03950129994743,1.05994893853273,0.987853968887501,1.00681492262579,1.05418513045622,1.03225676816617,1.02883876697028,1.08123385507047
"Charriere_Neuchateloises",1.06797431779321,1.06536707419552,1.17291870297036,1.22607225301233,0.74062620914396,0.859835356918295,0.714280336020305,0,1.00916029550915,0.967162710475116,0.979711275086617,0.929679166043603,1.08884138301205,1.14768579488392,1.07999150342443,1.1740327760679,1.01811215908341,1.00725185184767,1.08881083249708,1.07363681347796,1.04470561396845,1.03476613814325,1.05140292311017,1.0134958169901,0.862003875650763,0.833299473336465,0.938915496344558,1.08327435516764,1.11890871396918,1.1156623429934,1.17723305497809,1.11810599097834,0.974638577576725,1.02322074746883,1.02273897580906,1.01440021998787,1.04730608029183,1.06360939643957,1.06373281395827,1.10766692356303
"Charriere_Noble",1.05807414305489,1.07840977143902,1.04257901998076,1.03008204857509,0.941065963570374,0.975441319332213,0.951151332992538,1.00916029550915,0,1.06674922423165,1.07791747431956,1.02943045151483,1.0146094341022,1.04744251497813,1.04944967144696,1.08198396143325,1.11580331395387,1.04531635437429,1.00860769309215,1.0068664633576,1.05893585565111,1.02716598409338,0.987740125042965,1.00604915767758,1.09036321135464,1.07240155107532,0.959970637565441,1.07075023728668,1.11967527646667,1.09794095796928,1.14513800392682,1.14209419249639,1.10312906503122,1.01548378547355,1.0145973822013,1.07450983010772,0.920433521542803,1.04922994065511,1.00320390162666,0.979976382706636
"Diderot_Jacques",1.06445864771704,1.0499344127399,1.06446369756609,0.996625665406086,1.06923232958137,0.96458412241587,0.977747704505414,0.967162710475116,1.06674922423165,0,0.697334130909218,0.839197709527469,1.0820451055253,1.01822242117208,1.000846435461,1.07344791188518,0.92886024116022,1.07085335035698,1.19627457248026,1.1193843238306,1.09370655336005,0.988773830993346,0.951991069961124,0.941426540338774,1.05359521753995,1.00437440293124,1.07871403294006,1.03337726342792,1.16923080363544,1.14154652567424,1.14744784877426,1.05607475221777,0.98969364926464,0.873468776856773,1.06556862474243,1.00234578984505,1.00401143521135,1.02915803608047,0.980858791712004,1.03760343323808
