"","Anonym_Enfant","Arnaud_Adelson","Arnaud_Bal","Cazotte_Diable","Cazotte_Honneur","Cazotte_Ollivier","Charriere_Caliste","Charriere_Femmes","Charriere_Lausanne","Charriere_Neuchateloises","Charriere_Noble","Diderot_Jacques","Diderot_Neveu","Diderot_Religieuse","Ducray_Cinquante","Ducray_Coelina","Ducray_Soirees","Ducray_Victor","Dulaurens_Compere","Dulaurens_Imirce","Duvernet_Devotions","Duvernet_Retraite","Florian_Estelle","Florian_Galatee","Genlis_Emigres","Genlis_Meres","Lagrave_Sophie","Lagrave_Zabeth","Lesuire_Aventurier","Lesuire_Crime","Louvet_Annee","Louvet_Fin","Marmontel_Belisaire","Marmontel_Contes","Marmontel_Dejeunes","Mirabeau_Conversion","Mirabeau_Rideau","Nerciat_Aphrodites","Nerciat_Doctorat","Nerciat_Etourdi","Nerciat_Felicia","Nerciat_Monrose","PigaultLebrun_Enfant","PigaultLebrun_Kinglin","Retif_AntiJustine","Retif_Paysan","Retif_Paysanne","Retif_Sara","Sade_120","Sade_Aline","Sade_Infortunes","Sade_Justine","Sade_Philosophie","Tressan_Jehan","Tressan_Prince","Voltaire_Amabed","Voltaire_Candide","Voltaire_Eloge","Voltaire_Homme","Voltaire_Ingenu","Voltaire_Jenni","Voltaire_Micromegas","Voltaire_Princesse"
"Anonym_Enfant",0,1.09081016853401,1.03723684797757,0.940117021878043,1.08164983720512,1.01368108820392,1.04385826425798,1.13869493182772,1.18060990568294,1.05529832969065,1.0528863674616,1.05555265760208,1.16093526000706,0.947012338569964,0.985363424816537,1.05142611456175,1.00732610667179,1.04495056409488,1.06179614425614,0.931719069861636,1.06284765056605,1.01989133004702,1.02876413076818,0.970001023254771,1.00022808438732,0.998576582410291,1.01583234935548,0.937043946396948,0.894697894502732,1.02661250893475,0.938401591245812,1.01980102750401,1.21872885473489,1.19959546805436,0.958973969059734,0.932593595305028,0.764188629203925,0.992978057531507,0.991122035240717,0.904339274217278,0.882128240571488,0.950679742009542,0.753106097602235,0.954151081696147,0.771556799459702,1.15960375157683,1.16605939383327,0.927830908929209,0.879945569041585,1.1109154304504,0.977757713043891,1.01690144050447,1.13108365815805,0.970009344423837,0.952218874591506,1.11229608947431,0.996959364797367,1.08068220880824,1.09215425086754,1.09458006087025,1.11603765962474,1.02724409869888,1.00653318861355
"Arnaud_Adelson",1.09081016853401,0,0.794791082512785,0.950517768188963,0.89272340624386,0.889466771116362,1.04877908437684,1.09464305427089,1.12959415706128,1.17526835745248,1.04105907691646,1.10791994601919,1.11768385885661,1.02390019318163,0.900004813800305,0.842563685515196,0.951236729944063,0.751135927184494,1.10789810309191,1.12020450947952,1.12988870865467,1.08534999477593,0.81280783963142,0.862663017484672,1.08370662881472,0.954432823261008,0.879918075869659,0.993088873451011,1.01335905144132,0.985542939618016,1.03444232836343,0.939691065618619,0.938066986083633,0.889369033232523,0.98012306997127,0.973038975822295,1.06459565507392,1.08149749825739,1.04876503409417,0.991826618656578,1.03752767385538,1.05314451829631,1.08081100095108,1.14098135341979,1.16516645311017,0.997079668712945,1.0428133013607,1.01291083689353,1.14873142467805,0.945268524034527,0.975169925093077,0.92069487666785,1.00765585875035,1.04471572758689,0.949359509912229,1.0525517023127,1.15567786683932,1.1009412920331,1.17127138034351,1.03482696567851,1.06961722750411,1.1350520597647,1.09880858019554
"Arnaud_Bal",1.03723684797757,0.794791082512785,0,1.01866853407372,0.986529369839367,1.01966991128544,1.07335187745932,1.04795238115169,1.07152440849323,1.08997110590648,1.01293204313967,1.04118142492464,1.05755950810401,1.08549785802534,0.962496107307455,1.01309067567639,1.05832448626097,0.990932904322351,1.11507615194339,1.01547324104282,1.05840344433809,1.03096735894893,0.954662135751137,0.989404812243165,1.12599407263265,1.0170679388422,0.907000114102812,0.989777634535837,1.07028312966249,1.05092149534642,0.974347429815886,0.938212924560659,1.0174510828795,0.819474243094645,1.03826349416033,0.916103534107958,0.94041890164025,0.994046976419868,0.994966948162752,0.894586003188755,0.920722318095801,1.03070963510002,1.08947776928036,1.08257336200395,1.0455687776836,0.996170028244594,1.0425351057734,0.958440717269137,1.0522427167194,1.02561017429022,1.06613348477629,1.0355830553834,0.997182906303358,1.00171219076689,0.990542010020134,1.08159979205038,1.1151951124913,1.0885458058557,1.0962203467068,1.03347436347616,1.09901474472838,1.08439148847248,1.08716773125915
"Cazotte_Diable",0.940117021878043,0.950517768188963,1.01866853407372,0,0.766689110301926,0.749186604748545,1.00884035033346,1.03155062043186,1.06460269443538,1.04554262291103,1.07149271057403,1.03066328098372,1.05078052600991,0.953307997149907,1.06108996750214,0.996284717401711,0.980216071085534,0.96734979119541,1.01641363877515,1.07148508992943,1.06994404317846,1.08592717041197,1.02394757545506,0.994668709907824,1.05504015509544,0.969399535472356,0.935974269750121,1.04204723068215,0.907146262565072,0.96481233355609,0.974445912052193,1.01510913733178,1.03379084879163,0.993489872061074,1.00936438306555,0.975428585834609,0.93904050640914,1.011400858058,0.951303432150998,0.937819830800252,0.941339839738925,0.987368648179991,0.946164206187542,1.09459492000914,1.06151826462385,1.01318121928745,1.04669569403161,1.00612598928565,1.08159872642012,0.987512218327015,0.977232922892609,0.979155068251881,1.02284939139567,1.0201906678393,1.0624244935444,1.06044488192589,1.12949730818569,1.1028796135393,1.15621990621496,1.15112136745782,1.09993647760699,1.09294072476294,1.09615231774761
"Cazotte_Honneur",1.08164983720512,0.89272340624386,0.986529369839367,0.766689110301926,0,0.729061343513875,1.09384546127162,1.01229113484205,1.06105657325625,1.14565577256332,1.03682983827077,1.05359663476548,1.03411316242501,1.06324098019922,0.974656697704962,0.927311947954497,0.986318818617698,0.907313735697411,1.05527163815285,1.09786280703445,1.03720870532954,1.03920331596188,0.962223858558095,1.00613568216329,1.05867082354981,0.965025479350442,0.99092412192011,1.01657148641974,1.02083876980441,1.00716397181938,1.05758305059376,1.01313446980078,0.937877025786633,0.953502359746348,1.01668012727406,0.983251316005564,1.04208209051399,0.93556781030227,1.02098687033569,0.984574778545715,1.00173226521805,0.977532213507707,1.11686381839723,1.07326643986048,1.14947895968257,0.993095720382475,1.03987509877505,1.10657725492553,1.08510201509,0.986390440382138,1.02306680804494,0.982569680044512,0.974569782331415,0.944660278021107,0.95713509932861,1.07037056481945,1.1339312085292,1.08851513151952,1.11832524214541,1.06509569440314,1.11000188106731,1.09850579458118,1.10474308390203
"Cazotte_Ollivier",1.01368108820392,0.889466771116362,1.01966991128544,0.749186604748545,0.729061343513875,0,1.19480052903613,1.01899036864359,1.11999140892993,1.19046573671963,1.0298103633004,0.987456032590864,0.970207827692231,1.04916517006808,1.10319052506623,0.935291543088054,0.95681891663474,0.842054762600081,0.990649901285309,1.05323507178256,1.02255002714264,1.04478156213223,0.879025555379389,0.903332795370324,1.20637432403766,1.09035322050289,1.05011034656771,1.09988794092889,0.974710198203938,1.03690765284808,1.0321101764818,1.06098924300927,0.898419902095291,0.985987765693739,1.06776099515364,0.958984172100937,1.0538703222783,0.887804957759726,1.02477881430792,1.02168119190725,0.967045342188975,0.965325165721954,1.02694246550189,1.00199885276631,1.12630006999532,1.08330782131267,1.12730602073366,1.18940295269335,1.02320141721565,1.01663126341199,0.969077079531656,0.934333521831744,1.04974118460732,0.925459275356333,0.891464104083351,1.05129267014376,1.04354433125759,1.09202774318271,1.09645146955123,1.08422370199621,1.0951430650913,1.05764081063551,0.998334018502945
"Charriere_Caliste",1.04385826425798,1.04877908437684,1.07335187745932,1.00884035033346,1.09384546127162,1.19480052903613,0,0.814235406085601,0.70764186406254,0.710481246230675,0.928961641094799,1.04842157067168,1.03129969176433,0.89594521437162,0.985368929136736,1.08075941366617,1.0603976220478,1.10733643126551,1.08149125248054,1.11838415757235,1.07851680538261,1.04437491878421,1.06210846318045,1.03033518239076,0.840190088068221,0.905899134880458,0.981200329643989,0.927778640834743,0.997921496848394,1.01910126153074,1.00152010387508,0.966685894385975,1.10746281660901,0.999618679574874,0.932446289140043,1.17195678549718,0.988819712473005,1.10455669440483,1.00729137478701,0.961275153172492,0.931306778041792,0.958529677739604,1.02158013208823,1.07247884728678,1.04526875049357,0.976254403834533,0.917962711158471,0.807419511641864,1.10582651155582,1.06194861470405,1.02610767648598,1.1360490759363,1.14812780332387,1.05360010811787,1.10419005292875,1.08878779154084,1.03993757387989,1.01521807918998,1.03239821804671,1.01370076890105,1.07554727084833,1.06094839539864,1.0976306606832
"Charriere_Femmes",1.13869493182772,1.09464305427089,1.04795238115169,1.03155062043186,1.01229113484205,1.01899036864359,0.814235406085601,0,0.716687527630609,0.823101776184222,0.95051406080792,0.938876435182282,0.906559372087701,0.982576296182356,1.03916725979651,1.07152926070039,1.04036739582929,1.09491442274029,0.99608520678859,1.08634962588856,0.978973435060339,1.04530487369352,1.08540809924667,1.09786884283316,0.930253932690799,0.989009134126421,1.00950833734305,0.995972600824767,1.14696457249158,1.06728672421433,1.01710069145751,0.92651347777389,0.978179591921611,0.981767010124594,1.04729211191458,1.11114755647917,1.10563891990558,0.963639012927343,1.02152130147476,1.0296604355429,1.00151100841863,1.00848962423909,1.05300934655459,1.05033302793936,1.10229140847878,0.955674358452204,0.944749351152083,1.08210204196597,1.03367045726215,0.996151466664941,1.07509375315508,1.06332550748331,0.95721068692061,1.08473619353166,1.11914811744158,1.028313935561,0.968132849895527,0.996946214015501,0.955217799794173,1.00431704012982,1.04245424116994,0.989601861685595,1.02963667112516
"Charriere_Lausanne",1.18060990568294,1.12959415706128,1.07152440849323,1.06460269443538,1.06105657325625,1.11999140892993,0.70764186406254,0.716687527630609,0,0.667552897322831,0.935102142402916,0.935197189144243,0.87398773139886,0.964302492709786,1.06506735067777,1.11754227844329,1.11887912183176,1.18896911788694,1.0567830816791,1.05967734246931,0.969967471652032,1.01633839629948,1.1478489493199,1.14101064755862,0.843547729192058,0.965012983409811,1.00126708517911,1.00539838234638,1.15721004762592,1.03694252418271,1.0084666675119,0.983183960207067,1.06252338224898,0.96882684443943,1.04062347918873,1.07276879584477,1.10446954139438,0.981609185738566,1.03674882504221,1.02451580318477,1.03987936573727,1.03218671157765,1.08086435656459,0.989520598881693,1.05610540930276,0.857776660761082,0.831152217658278,0.980850018250503,1.06667353405401,1.03556275957891,1.12617095272842,1.11068326219046,0.980622911395917,1.10120347050101,1.17058660988367,1.00346792659881,1.01597353933077,0.964829660507841,0.964127422572815,1.01383561996476,0.990923986342243,0.997695772696132,1.05950423574382
"Charriere_Neuchateloises",1.05529832969065,1.17526835745248,1.08997110590648,1.04554262291103,1.14565577256332,1.19046573671963,0.710481246230675,0.823101776184222,0.667552897322831,0,0.996243700229767,0.938130602416561,0.940059799772179,0.897881956661105,1.08459504576256,1.12876393963565,1.06255876760767,1.17282158805341,1.09653987920698,1.06026769643183,0.958853746291528,1.05267935673236,1.13322691611773,1.0949752940524,0.801924133757139,0.974452798252786,0.938647754921384,1.02320736005032,1.06619559871908,0.908641652257201,0.932964476981925,0.918268248424643,1.15287288043942,1.06998117615637,1.01450059530206,1.07429019510001,1.04294109157779,0.980365410460464,0.991432065073439,1.07547681651893,1.0468335726526,1.00650632628911,1.01385120907302,1.03296487258949,0.9979095975887,0.837251389765568,0.809509712135853,0.917941596992134,1.0347779478126,1.08189207283801,1.07810695253925,1.1364055949226,1.0802489117742,1.12056766302301,1.17936484884528,0.948158098515512,0.996899806794036,1.01160827221307,0.986447545939691,1.02033108131414,1.02197322646749,1.0309818880475,1.08905535194278
"Charriere_Noble",1.0528863674616,1.04105907691646,1.01293204313967,1.07149271057403,1.03682983827077,1.0298103633004,0.928961641094799,0.95051406080792,0.935102142402916,0.996243700229767,0,1.05244470683149,1.07211667879704,1.02601087877406,1.01755779840108,1.03854958650858,1.04404345957612,1.0739988322496,1.06398943468589,1.02201331103113,1.04653380522657,1.00832749213918,1.02672900948217,1.00783183982568,1.028550016129,1.02646040193014,1.03193950801711,0.889954947791726,1.02149007817111,1.06781022208253,1.01808822176398,1.04572800226704,1.05668098725607,0.959368632603606,0.990362147809412,1.11292110296879,1.05297134421342,1.09492689637956,1.04229395582734,1.00249732582117,0.993027093235262,1.03553817840246,1.01976297999627,0.973142050983735,1.00698179297345,1.06842590915614,1.05041036319879,0.963291166180627,1.05061696122725,1.10104913249081,1.07849731953873,1.12708486283097,1.12156203413488,0.936570374202782,0.952201186510182,1.09985819442021,0.998403827670343,1.01642787861218,1.0633426203468,0.919722655765236,1.04990868191873,0.999282205496196,0.985110199234785
"Diderot_Jacques",1.05555265760208,1.10791994601919,1.04118142492464,1.03066328098372,1.05359663476548,0.987456032590864,1.04842157067168,0.938876435182282,0.935197189144243,0.938130602416561,1.05244470683149,0,0.669264599783927,0.837236507596584,1.0923441063343,1.01454729874189,0.989257643787387,1.07507687444894,1.00222932010671,0.964162026273666,0.915552214269344,0.999407294127571,1.11480051147094,1.05429882651696,1.07890183865814,1.17344460380782,1.07604932248506,1.02402907466352,1.14630771805285,1.03905159911022,0.902463288960468,0.916312333871493,1.08297348759791,1.05980782811264,1.05067544078123,0.909061954503553,1.13585705866888,0.899546612167383,1.02806412760094,1.1884368116608,1.0911376519217,1.04074802126727,0.967507274647262,0.919098533120896,0.92305904829294,1.02414248025908,0.974807360323042,1.06930889942768,0.984053828853209,1.13533314941983,1.09891468515462,1.09034149606439,1.03170980639178,1.11200780913361,1.08797078696091,0.953624369395262,0.846684522513265,1.03714045757182,0.957971847963499,0.971654659020438,0.985291468688479,0.945087397762335,1.00522992102968
"Diderot_Neveu",1.16093526000706,1.11768385885661,1.05755950810401,1.05078052600991,1.03411316242501,0.970207827692231,1.03129969176433,0.906559372087701,0.87398773139886,0.940059799772179,1.07211667879704,0.669264599783927,0,0.873218619857551,1.16074550015691,1.07184189944222,1.05408945442304,1.11581659504169,0.927597411236222,0.943915898352126,0.887852580106915,0.98194084541272,1.12013139112728,1.12844093210549,1.09564470184837,1.13248310171872,1.10232747297384,1.13495179051034,1.12848042276391,1.0599140797826,1.04586177950287,1.02117857677916,0.937374545781584,0.968608058255662,1.09125125797206,0.879941233764958,1.14968760673318,0.851153413966311,0.982057399317533,1.14133144972624,1.08196523583847,1.02721037498382,1.0201902598895,0.942832046339622,1.04469593300646,0.976955265948726,0.981463443077482,1.15391266106499,0.962328781792833,1.04590695513527,1.09243055103352,1.02483170638965,0.905025462594888,1.15554530884862,1.17925010306118,0.92405838000145,0.918672141343196,0.979959611934565,0.873657924211495,1.02594263874966,0.905836767049317,0.90472970630027,1.00482081692011
