"","Anonym_Enfant","Arnaud_Adelson","Arnaud_Anne","Arnaud_Bal","Arnaud_Batilde","Arnaud_Clary","Arnaud_Epoux","Arnaud_Fanny","Arnaud_Julie","Arnaud_Matinees","Arnaud_Nancy","Arnaud_Sargines","Arnaud_Selicourt","Arnaud_Sidney","Arnaud_Zenothemis","Beaumont_Belle","Beaumont_Clarice","Beaumont_Prince","Cazotte_Diable","Cazotte_Honneur","Cazotte_Ollivier","Charriere_Caliste","Charriere_Femmes","Charriere_Lausanne","Charriere_Neuchateloises","Charriere_Noble","Charriere_Observations","Charriere_Ruines","Charriere_Sainte","Crebillon_Atheniennes","Crebillon_Conte","Crebillon_Nuit","Diderot_Jacques","Diderot_Neveu","Diderot_Oiseau","Diderot_Pensees","Diderot_Religieuse","Diderot_Supplement","Ducray_Cinquante","Ducray_Coelina","Ducray_Soirees","Ducray_Victor","Duvernet_Devotions","Duvernet_Guillaume","Duvernet_Retraite","Florian_Estelle","Florian_Galatee","Florian_Numa","Genlis_Adele","Genlis_Chevaliers","Genlis_Emigres","Genlis_Meres","Loaisel_Ainsi","Loaisel_Comtesse","Marmontel_Belisaire","Marmontel_Contes","Marmontel_Dejeunes","Marmontel_Incas","Mercier_An","Mercier_Jezennemours","Mercier_Songes","Nerciat_Aphrodites","Nerciat_Doctorat","Nerciat_Felicia","Nerciat_Monrose","PigaultLebrun_Adele","PigaultLebrun_Enfant","PigaultLebrun_Kinglin","PigaultLebrun_Metusko","Retif_AntiJustine","Retif_Paysan","Retif_Paysanne","Retif_Sara","Retif_Vie","Riccoboni_Ernestine","Riccoboni_Histoire","Riccoboni_LettreJuliette","Riccoboni_LettresAdelaide","Riccoboni_LettresFanni","Riccoboni_MissJenny","Riccoboni_MylordRivers","Rousseau_Emile","Rousseau_Julie","Rousseau_Reine","Rousseau_Reveries","Sade_120","Sade_Aline","Sade_Crimes","Sade_Infortunes","Sade_Justine","Sade_Philosophie","Voltaire_Amabed","Voltaire_Candide","Voltaire_Consoles","Voltaire_Eloge","Voltaire_Homme","Voltaire_Ingenu","Voltaire_Jenni","Voltaire_Micromegas","Voltaire_Oreilles","Voltaire_Princesse","Voltaire_Scarmentado","Voltaire_Songe","Voltaire_Taureau","XXX_Etourdi"
"Anonym_Enfant",0,1.06931320597348,1.11877829297007,0.973895764256635,1.12570682017081,1.10231450546236,1.12219035705945,1.1077214552021,1.09915493272511,1.14711332667859,1.08460909560549,1.05412607328499,1.13168856719275,1.12768811902044,1.15377439660012,0.959692373105214,0.983022456987142,0.999651755201526,0.843115683192974,1.0205335847289,0.944160486482343,0.954136438383508,1.03181037378177,1.09002711465442,0.972867411793165,0.993963337175305,1.06973438253604,1.04408021908884,1.01356082669112,1.19038819976494,1.08850579604089,1.08448129408734,0.945258329437385,1.07848299118294,0.90154065577577,1.14581007500162,0.844374199461645,1.09637898235349,0.901830782034192,0.987947341203192,0.902595861639407,0.962538347238016,0.998461524776825,1.09560793467953,0.964797077398759,0.971476509823717,0.910331857717663,1.0629468407747,1.01600922732554,0.857013487601064,0.879890414718694,0.94254274571322,1.05234674873229,0.997772346651134,1.18480757332215,1.1280824551676,0.885362035706054,1.11866283736655,1.0772051830858,0.967427354176269,1.02996866484857,0.888984943830553,0.895991110636147,0.752890458740678,0.821019481968967,0.973235802765942,0.650661620108511,0.887944082083943,1.0089505566593,0.661471287639373,1.01396225712896,1.00612516069787,0.794089770606529,0.986127737953284,1.01362866702497,1.02805528230176,1.10302156124939,1.09561838945281,1.13012572829395,0.973717071862184,1.12417836086197,1.21017179989708,1.19213239910683,1.02621863876159,1.05616830962528,0.800153876959113,0.993786870399309,1.08216004596191,0.86221291381252,0.901776001380408,1.05549578900123,1.03988387172687,0.912390082494529,1.00653557418011,1.04920775865566,1.0264470253059,1.02100835034518,1.04675772166812,0.978780256912056,1.04734335463092,0.943184138404899,0.937769953820448,1.04025253507507,0.999506652156731,0.794199648050019
"Arnaud_Adelson",1.06931320597348,0,0.626070301028648,0.845129227060841,0.670188756637739,0.713153543293643,0.557433221761422,0.637294119443917,0.768681159288535,0.610598051252277,0.671094696547241,0.777453405372297,0.611569773652114,0.689001197115781,0.680812148598493,1.04501408177157,1.0925391154213,1.04813459399638,0.996629063824922,0.933216117513878,0.939462367583957,1.1091954817266,1.14934891501298,1.16863088987145,1.18325353243322,1.05855877915844,1.12245151909854,1.10646824867689,1.17661762680606,1.04860212708095,1.12306938159619,1.07890619864556,1.12352624213409,1.1548086692127,1.16401418251517,1.08535718489375,1.06982662207888,1.0836320621985,0.971662317665655,0.916447278481662,1.01026072148063,0.848727608993376,1.16315396742504,1.12640322191473,1.11539557649086,0.891132906498603,0.923059765265348,0.883268408122747,1.09152035084647,0.930030020895137,1.14669342181724,1.04845898002494,0.963555415545542,0.752248898669431,1.03821559005129,1.03436630052366,1.03862316024509,0.896183933313752,1.05747724860203,0.865947133831222,0.929534814761352,1.11039318211626,1.0702720422169,1.09325870926609,1.11491536017358,1.0997268551125,1.11755767556296,1.17099562968157,0.891946064278352,1.12903003333599,1.0860496956394,1.10444749047198,1.05399784663632,1.19072275448014,0.951166962720968,0.983694330422514,0.917995100325874,0.919911230905403,0.953797074709991,0.897463594668106,0.966159322730267,1.16182695169621,1.00961192721299,1.14035444284622,1.07830254994089,1.1397547874237,1.06202384247483,0.863361796561509,1.03053624815721,0.999289121618159,1.07075620047337,1.11206077527154,1.17311568538521,1.09954821896421,1.13979157239895,1.21168432271201,1.10306029877645,1.14581446594251,1.15372469355928,1.14345579079715,1.14597881877782,1.14543922084538,1.14446454245883,1.13016116387564,1.06769862254287
"Arnaud_Anne",1.11877829297007,0.626070301028648,0,0.932596726546616,0.695866080892436,0.64752643310756,0.579057679373002,0.599648710918868,0.652839973292237,0.697697623013991,0.65043613763974,0.80646925320626,0.705763635893522,0.617141370810305,0.695616495683028,1.07394327391092,1.05209544725605,1.01496842342547,1.06543456841441,0.986398930257583,1.02461111398552,1.11262405070859,1.13263345922775,1.13366311131956,1.15432856336127,1.05386631031462,1.11657018072464,1.07809132142203,1.14047898401834,1.03553159010807,1.12141218465899,1.08929950913406,1.1156189997012,1.14939718916314,1.16176032364426,1.07673676300408,1.0274176277424,1.01952982865015,0.965723407477496,0.963706377149774,1.02691930075361,0.903836238742341,1.11644600020253,1.0873268392523,1.07318248429808,0.917433219510738,0.965189868357573,0.866898842155384,1.08943726851485,1.03217539871284,1.17007447589115,1.08996512529994,0.987325130893769,0.731820553322905,0.985476157744291,1.03196251546992,1.06523437976773,0.90405598743885,1.0275622522356,0.899040990035314,0.885192637794905,1.15807486233521,1.10711859324341,1.18574435436948,1.20137631893686,1.07785447296823,1.14761617196927,1.17350298979601,0.900456527743808,1.16476546561557,1.10404051469845,1.11256843826344,1.14347643971773,1.10043212252393,0.957615870605099,0.972995924432229,0.958478126281413,0.986737002931381,0.962645535475185,0.897473857841135,1.00893217284979,1.07863633507561,1.00919296423286,1.08315720571117,1.1042158096933,1.17284741955342,1.05905401447519,0.910574916654932,1.06453237254242,1.01130585577362,1.02212186308393,1.09072642227817,1.17340347833808,1.07923916991446,1.09660608557679,1.13949809485342,1.10374520084432,1.09102956563864,1.14779347988878,1.10861812554746,1.17489423282677,1.15096409136099,1.09810064554377,1.11280027881315,1.10181616878858
"Arnaud_Bal",0.973895764256635,0.845129227060841,0.932596726546616,0,0.871829656832005,0.905385561273243,0.747542644506741,0.82103521348824,0.902017582414555,0.855368581975718,0.89201604260338,0.924717445659497,0.821354743979392,0.880519931769565,0.981642810663039,1.01159340266678,1.10878320484925,1.05299387640006,1.06058462170973,0.995418870033814,1.05831766366361,1.09402758864221,1.05254246397534,1.08073106190622,1.07722224185063,1.02916633178643,1.04392023030369,1.07466620257495,1.06644673305073,0.981225218571542,0.950062388600524,0.965888498778299,0.999801299716588,1.05241808666019,0.965516854026116,1.07782192324115,1.10068255060654,1.04789899372068,0.975566689287281,1.02291458160186,1.04553752069471,1.0095865175944,1.04464233949031,1.09656985153982,1.03182779228011,0.998159955432911,1.00763379443581,1.04662231278524,1.04935106372894,1.02289997182576,1.12625212044357,1.06183802876166,0.981302632530254,0.977700324281685,1.06499685347462,0.865540703982446,1.03610380230464,1.0277388058459,1.11017270730402,0.962391851688965,1.01892570855157,0.966183716847388,0.981781506933659,0.913600000846227,1.02379628326801,1.00761076906417,1.08379027417653,1.06010433200812,0.964128241398109,0.968118687641745,1.00729056463433,1.03321012837915,0.968551193182689,1.08996270288963,0.935083788197333,0.901036187161064,0.976779779982671,0.954079121200453,0.881225784666353,0.999769448265256,0.98059034617475,1.07649306970977,0.99631672095709,1.02227677380606,1.07384455233436,1.01844559742201,1.07659495567649,0.967035808235707,1.08407279129367,1.05545032677893,1.01099974134312,1.06579227632028,1.08140171381691,1.04250084299151,1.09573858483517,1.10219280752601,1.02654583823681,1.11054791480285,1.0697348383105,1.10721340610957,1.08510085713831,1.1327234087539,1.07656332971761,1.09213388521143,0.937762004396587
"Arnaud_Batilde",1.12570682017081,0.670188756637739,0.695866080892436,0.871829656832005,0,0.750299005723532,0.616491995939018,0.740205427683723,0.789327142419357,0.675679634207012,0.760348692961103,0.793966128059269,0.633976868497778,0.696526552992847,0.681619147416138,1.11296915925814,1.06901676057441,1.05126929022316,0.967550972992081,0.922044358504323,1.00748923900034,1.11163626993047,1.1400458918812,1.13282078987621,1.15089789117482,1.02756201221217,1.07209651364773,1.10176124219899,1.18165026798143,0.9333295267394,1.04345888224438,1.03351915188279,1.16830252594398,1.17466192595103,1.12565618471087,1.07539689702324,1.05558092826831,1.07781417488358,0.992474083301002,0.979957920406602,1.0950973497839,0.965038697026894,1.10184819425808,1.08524486264639,1.07053198041839,0.913018723760312,0.949670332126365,0.834954185033991,1.03069580076358,0.952760592395855,1.16398057503043,1.03670772336492,0.960769886575449,0.856504432299117,0.935196057577555,0.908693976877561,1.01639452655361,0.91407404791607,1.0288597832728,0.910226306064722,0.933610147677903,1.15937420365935,1.10853535479119,1.17385796000707,1.20099433493949,1.10739491964175,1.18073926954206,1.20889172882262,0.889517933399948,1.16287734378474,1.06275054595404,1.08702085087519,1.11111164709123,1.12732873912068,0.900015772254914,0.941889455867349,0.885743390523993,0.897383121209017,0.903997913788992,0.853541617114349,0.933694568235555,1.10548376302239,0.967861008137885,1.09346479336327,1.10638478064061,1.2188012830985,1.07667725607408,0.943094437194898,1.12889958811747,1.0757756635961,1.05095886711106,1.10561959644442,1.2086858954972,1.08107593666007,1.10965762350546,1.18766561854773,1.16056922535463,1.16504528816804,1.16948721689352,1.1254911658199,1.15918340115985,1.10207168525677,1.10241291302292,1.08088824821,1.09649465350081
"Arnaud_Clary",1.10231450546236,0.713153543293643,0.64752643310756,0.905385561273243,0.750299005723532,0,0.611365479462183,0.674038214401974,0.671080078739616,0.731219369718458,0.748399727805821,0.874345269490914,0.70895807727415,0.668087539587023,0.755213054851083,1.09593734911952,1.02194536824116,1.11521871395823,1.0020526924007,0.977361293980867,1.0550979776615,1.08333177348805,1.12714252748762,1.1220751303395,1.11196343949211,1.06822027340762,1.10851607459606,1.08858237570838,1.17536090209654,1.04040074874713,1.15498796882234,1.05035296441627,1.10652359268628,1.14924919450904,1.14908249199805,1.07630173194957,1.04557927673463,1.05345870388761,0.963676080067777,0.989021478850571,1.01785183280694,0.91945614305941,1.12123065138112,1.10087454916503,1.08921528170078,0.960460342753716,0.955399983758625,0.921462907942109,1.02237209089749,0.982321022281078,1.07177656235052,1.01874892489122,0.957881766872886,0.888382247076184,0.997524331778244,0.952629088575518,1.02608941047727,0.961344340393668,1.02273233363114,0.889081902878142,0.925349150193548,1.14580665101973,1.05505483229062,1.10380576123532,1.12628105328067,1.11726814593407,1.09777266744519,1.2044797065111,0.992331450494719,1.10996677681357,0.994834669521479,1.03074214536062,1.0266793692598,1.07577034151742,0.94318581458174,0.990370476977181,0.920041210493368,0.949044627695866,0.90647774494455,0.887026289987143,0.943136126102926,1.07712474971851,0.922312528453562,1.13959769195892,1.04770731601933,1.18664020232724,1.03660527820449,0.94328902749179,1.01236562565295,1.01532236895463,1.03663199697327,1.07060199374426,1.15654328321075,1.08574610662781,1.08755924345116,1.14468504228135,1.12055770935927,1.10410150852726,1.13517442769858,1.11255514631177,1.16802407757897,1.11226970005633,1.09340413138253,1.13734016002478,1.0395958647534
"Arnaud_Epoux",1.12219035705945,0.557433221761422,0.579057679373002,0.747542644506741,0.616491995939018,0.611365479462183,0,0.664254146916957,0.729459783947588,0.526285095045435,0.69138678957498,0.817548356478639,0.577581284551125,0.578508583586958,0.690638613555835,1.13490759725868,1.02925554667423,1.1115470475398,0.985509212836142,0.978276769541013,1.11061581370808,1.05262733614043,1.13544671176753,1.13838803362986,1.11255553138279,1.1209013842644,1.1214669218867,1.09705970471112,1.19300049859405,0.914561460657023,1.05571293312638,0.959263386369293,1.17825092261962,1.18400821454536,1.20009085644967,1.06626712353299,1.06402721614375,1.06800402827391,0.945495558384485,0.954499625908393,1.02586412680652,0.880615652933781,1.1843079627971,1.14634031799724,1.1783618509362,0.97243158703015,0.978124723136645,0.955760236964251,1.04610400555054,0.969989626524641,1.13988138713224,1.03825441362899,0.938526346880425,0.833523623983301,1.02033965704386,0.951609781796607,1.02781916442856,0.968827268753873,1.09147764979935,0.842136328830775,0.927556180232658,1.1294813223625,1.03041063479486,1.07831440232061,1.12966760679985,1.13795825118024,1.15299652542229,1.24346707550386,0.989977298644943,1.14261824736715,1.00805256432652,1.0685599734131,1.02381622126559,1.17180040908051,0.947385597597224,0.952387286883169,0.875011756819807,0.886096055075619,0.829876657551369,0.867106882693127,0.950890765090423,1.11396329395692,0.892266956714082,1.15095876052692,0.998947428266993,1.22939697320427,1.00246726315232,0.883559602931605,1.02351237195114,0.998651733424719,1.01038821093037,1.0889140973164,1.2344963392336,1.12994297029908,1.13947266817544,1.20373537491915,1.14545608049171,1.1568899008071,1.18823506558989,1.14197893189005,1.25411164810767,1.15520938193471,1.16055633979944,1.18481537399098,1.03563541750342
"Arnaud_Fanny",1.1077214552021,0.637294119443917,0.599648710918868,0.82103521348824,0.740205427683723,0.674038214401974,0.664254146916957,0,0.737899271932067,0.70569011291135,0.696544571730505,0.797338960727252,0.763431794623489,0.689799273905257,0.730752699229559,1.04935814898576,1.06145620825813,1.04419784067612,1.06483651202577,0.988888347556865,1.01995535679386,1.12038513652746,1.15682690904567,1.14493678943707,1.17158913125278,1.0463487239969,1.0955914185989,1.06646575186093,1.13888464498915,1.14592426961154,1.16703525340082,1.11580652132355,1.03168166648611,1.06700035646637,1.13643038928127,1.08503992350087,1.12441817355328,1.0006432800693,0.988901010974786,0.956651074105,0.984858886332793,0.9256504190683,1.06547891344117,1.04957310394434,1.04816949514493,0.94469516514738,0.957903096633644,0.87094192427116,1.11984265555157,1.03041073030543,1.11475895567478,1.08506828847713,1.03551961144836,0.821289872036541,0.992413072091404,0.984144289944108,1.02269821326933,0.907229806254815,1.01696094814847,0.943949894061999,0.907032084338968,1.07812656316861,1.07310326028652,1.12469317175223,1.13025531435112,1.06881675184727,1.14747395673615,1.12956861781987,0.920309992425895,1.0623542609837,1.04568723924821,1.05265608662211,1.10178922152894,1.03701665809009,1.00267194322492,1.0443036918942,1.05437126723946,1.03814082789803,0.991397406188693,1.00984601662437,1.04271326683861,1.12280546401566,1.04765483754702,1.09125195270105,1.15510012924735,1.13226934762293,1.09271077711038,0.912096951763859,1.07009178018709,1.03656191188685,1.03784039111033,1.04518912695109,1.09835527957409,1.06691821017671,1.09756215664972,1.11177845682537,1.04897476282785,1.0774027667209,1.13790314521008,1.08178012519297,1.05726673085541,1.09104939106596,1.08770880495293,1.07304964624275,1.10834768025475
"Arnaud_Julie",1.09915493272511,0.768681159288535,0.652839973292237,0.902017582414555,0.789327142419357,0.671080078739616,0.729459783947588,0.737899271932067,0,0.758221245003261,0.736588932449904,0.825498687193238,0.82292271241214,0.708897727182331,0.729688509022818,1.09132911104102,1.04306124097868,1.04208577240358,1.04320809439066,1.00018272392456,1.052217663375,1.13143821045539,1.1333759967741,1.12189792865181,1.18234559903956,1.04138733398962,1.0549037498953,1.10333423459834,1.165522204929,1.03034278332677,1.0789410431495,1.0823172242062,1.15549319447303,1.08596812018028,1.12949782107763,1.03893770177044,1.08974965804274,1.02151760580752,1.00078501656008,1.03245509127816,1.07464268677403,0.989863701659317,1.08407074051442,1.07853154906021,1.01884562881962,1.0249593559382,1.0708881913457,0.985960354174622,1.00396712131443,1.01885961323986,1.12480058096133,1.02732401829385,0.949949070549864,0.835414416322628,0.953537413099588,0.919714967322875,1.07961613095825,0.962760789067246,0.943139456564657,0.933817220599004,0.911779551048931,1.10640106187704,1.08663362185797,1.09535630451042,1.10016719405571,1.01487508354518,1.14992457921277,1.12936139493385,0.920609360515733,1.18246064816482,1.03391813557818,1.05771553849075,1.09483921873465,1.02790359355833,0.933761139630316,0.944925239280052,0.949049230465907,0.989904128206501,1.02610826866683,0.951480971023925,0.953565552935121,0.990015876250201,0.974856700115778,1.05039873488463,1.0292263739839,1.10958932878963,1.05044258233319,0.942849604902546,1.03048092485774,1.00575501589412,1.01179295449149,1.07197606783987,1.13985717844179,1.06663959630209,1.06759013981778,1.11460511366856,1.08692580036194,1.07218580595742,1.12510148270926,1.09918758635464,1.11417234289352,1.1356312528897,1.04667171159627,1.08797000127695,1.01899101828026
"Arnaud_Matinees",1.14711332667859,0.610598051252277,0.697697623013991,0.855368581975718,0.675679634207012,0.731219369718458,0.526285095045435,0.70569011291135,0.758221245003261,0,0.662686071646509,0.74808948894783,0.588123647507021,0.681499475504068,0.665449710573199,1.15305082267586,0.986197921131498,1.10081005021284,1.04430568532936,0.89165621439499,1.06013165020372,1.0987424480716,1.12687244684529,1.09514082299827,1.14540796148382,1.09696720142524,1.0551072292505,1.06347441441998,1.1016256260857,0.866650491873389,1.03323075066179,0.97214240473558,1.15965031515206,1.17762752434516,1.16484738633399,1.04917158353405,1.1296700599352,1.10731847307376,0.937188481979972,0.967215403265875,1.03870268151959,0.9343674642717,1.13983756022224,1.13953459422451,1.10877445485656,1.03327708162814,1.08329092986451,1.01800182836068,0.936027113365139,0.948644602280945,1.09351678462101,0.968238324199945,0.986205586704394,0.904375237835551,1.05856406835092,0.95451872726646,1.02349820440654,1.0542577395092,1.11037946949582,0.957392244323589,1.03377462772431,1.05179983687353,1.00157833333467,1.03713716883898,0.996021048462838,1.00356686202235,1.21544708488056,1.15958063746007,0.956941307620778,1.19235408357714,1.0245970660588,1.08231399581146,1.06029781771476,1.08486797037119,0.879563364367626,0.886352689615014,0.890562257138166,0.864981616569233,0.903051602104502,0.804645651794354,0.828228042338037,1.08500180179455,0.983336457875179,1.09618454828549,1.03433113206148,1.17355500938283,1.03989927598032,0.889936019449863,1.06589211040865,1.03292023950654,1.02052542068765,1.16240069196573,1.26418401576951,1.12472389963585,1.15312943506287,1.19968616586593,1.18583111782195,1.20744608031119,1.17736941112632,1.14527115925311,1.22627740788005,1.19533973129226,1.10248811077186,1.15493430292592,1.00099674140259
