"","Anonym_Enfant","Arnaud_Adelson","Arnaud_Anne","Arnaud_Bal","Arnaud_Batilde","Arnaud_Clary","Arnaud_Epoux","Arnaud_Fanny","Arnaud_Julie","Arnaud_Lucie","Arnaud_Matinees","Arnaud_Nancy","Arnaud_Sargines","Arnaud_Selicourt","Arnaud_Sidney","Arnaud_Zenothemis","Beaumont_Belle","Beaumont_Clarice","Beaumont_Prince","Cazotte_Diable","Cazotte_Honneur","Cazotte_Ollivier","Charriere_Caliste","Charriere_Femmes","Charriere_Lausanne","Charriere_Neuchateloises","Charriere_Noble","Charriere_Observations","Charriere_Ruines","Charriere_Sainte","Crebillon_Atheniennes","Crebillon_Conte","Crebillon_Nuit","Diderot_Ceci","Diderot_Jacques","Diderot_Neveu","Diderot_Oiseau","Diderot_Pensees","Diderot_Religieuse","Diderot_Supplement","Ducray_Cinquante","Ducray_Coelina","Ducray_Soirees","Ducray_Victor","Duvernet_Devotions","Duvernet_Guillaume","Duvernet_Retraite","Florian_Estelle","Florian_Galatee","Florian_Numa","Genlis_Adele","Genlis_Chevaliers","Genlis_Emigres","Genlis_Meres","Loaisel_Ainsi","Loaisel_Comtesse","Loaisel_Dolbreuse","Marmontel_Belisaire","Marmontel_Contes","Marmontel_Dejeunes","Marmontel_Incas","Mercier_An","Mercier_Jezennemours","Mercier_Songes","Nerciat_Aphrodites","Nerciat_Doctorat","Nerciat_Felicia","Nerciat_Monrose","PigaultLebrun_Adele","PigaultLebrun_Enfant","PigaultLebrun_Kinglin","PigaultLebrun_Metusko","Retif_AntiJustine","Retif_Paysan","Retif_Paysanne","Retif_Sara","Retif_Vie","Riccoboni_Ernestine","Riccoboni_Histoire","Riccoboni_LettreJuliette","Riccoboni_LettresAdelaide","Riccoboni_LettresFanni","Riccoboni_MissJenny","Riccoboni_MylordRivers","Rousseau_Emile","Rousseau_Julie","Rousseau_Reine","Rousseau_Reveries","Sade_120","Sade_Aline","Sade_Crimes","Sade_Infortunes","Sade_Justine","Sade_Philosophie","Voltaire_Amabed","Voltaire_Bramin","Voltaire_Candide","Voltaire_Consoles","Voltaire_Eloge","Voltaire_Homme","Voltaire_Ingenu","Voltaire_Jenni","Voltaire_Micromegas","Voltaire_Oreilles","Voltaire_Princesse","Voltaire_Scarmentado","Voltaire_Songe","Voltaire_Taureau"
"Charriere_Noble",0.993910420863496,1.0621793270318,1.04947918448374,1.02686088637228,1.04964558323692,1.05642662971292,1.10750739329231,1.02885479975226,1.02671565333982,1.04214886145146,1.07697250874556,1.00661952888276,1.00547330962678,1.05036033643712,1.0855904439577,1.06472828221102,0.933949811577897,1.01569876048945,0.977878778658818,1.05798900922237,1.02654466779937,1.01127835301698,0.921380745187749,0.938305223485171,0.948574741375904,0.960755519815123,0,0.995124498730727,0.930184605103539,0.897310983021983,1.02827573641927,0.928984396442894,0.989485207783736,0.986891240959412,1.01898863185773,1.04946674456121,0.935979512413861,1.05286814319036,1.00812037178859,1.10108185764449,0.979052120061015,1.01635307913952,1.00589953633321,1.03937357730522,1.00509962833652,1.01653222706861,1.00020680212716,1.03956759740159,1.01567343720371,1.07972876722653,1.02552417690141,0.985607106525331,0.994435273492769,1.01216623483663,1.08348648090119,1.0587011079157,1.09752060283805,1.07503264983826,0.988169341588375,0.987377333815588,1.07358813015609,1.04336922248231,1.03178144987466,1.06810427181837,1.03649397392778,0.994741272803383,0.968077804370987,0.99864887971544,0.962967547461296,0.979518090722249,0.978493279226779,1.00744293602058,0.971860282105102,1.03206072712378,1.01288203622123,0.952530374293497,0.953491003850978,0.958257247437309,0.928487395654616,0.98696378146419,1.01943986739519,1.01974002711367,0.978713232203024,1.04237203230225,1.06221709042768,1.06691083688332,0.976105616031805,1.04933252906677,1.01364842547573,1.06205444364524,1.02427718873845,1.04123337262313,1.07324445168034,1.08413065537685,1.06578724083929,1.00653471886079,0.978781620851008,0.974998908133496,1.01123654528264,1.02935528256238,0.945129405656634,1.02380651469942,0.986950231028855,1.00981515056945,0.973045823710253,1.03015706400823,1.00605726078608,0.96575338322015
"Charriere_Observations",1.05249951552048,1.10008487349025,1.09261407956544,1.00971259640233,1.04593454586303,1.09569676671077,1.09521963429759,1.07222854925279,1.05632999299667,1.06885428911503,1.05116430571406,1.06543305537072,1.02164300639223,1.07557476008125,1.07551941684493,1.04574958286065,1.00077255774413,0.985571337977917,0.998127588893099,1.06671452983204,1.02108131961749,1.0675509211521,0.964276832403256,0.936071076848891,0.937459754368768,0.962243772053597,0.995124498730727,0,0.962898870989229,0.957972912965746,1.01349602770791,0.971915217981668,1.0325792217745,1.01818391289516,1.03787120069101,1.02330390094442,0.98452379824399,1.00206266571598,1.05597259042787,0.955768641859816,1.0555499381057,1.06565447595914,1.04867603556526,1.08976244394307,0.95754539123704,0.942738578384493,0.979226013737301,1.08894732693889,1.08909327064231,1.05705623371391,1.01041204888332,1.04421449481837,0.980748731474131,1.01839493906525,0.991235972024143,1.07950234255524,1.04891645022319,0.9856811815181,1.06408187164377,1.0407609640176,1.05378266163016,0.960481018811554,1.07911494221793,1.03881553610083,1.01924313203184,1.03382645679707,1.0226720079026,1.02761903197333,0.997441211026073,1.04478877235795,0.960153366144109,1.05066813842477,1.01756144994739,0.968113148770223,0.969635419405483,1.03094183735266,0.934962952819242,1.02517265929655,1.05206946221141,1.03654222231188,1.04641646866014,1.0721486352635,1.04374203683142,0.992094951354189,0.931045040238276,1.00996313679223,0.95655825786997,0.992522104444653,1.0086363916985,1.0208731772718,1.03736951221297,1.02768297965197,1.04507090562857,0.969086613299489,0.976331811477873,0.976152678706855,0.944831840217497,0.994026856760287,0.928332254528064,0.913400424661199,0.971176272092566,0.969423627548025,0.991773546509249,0.98562788701663,0.951573213105174,0.973393436387861,0.989450834272728,0.9809936700152
"Charriere_Ruines",1.00659185471645,1.07656778808627,1.08476202591481,1.05126147210989,1.0877095904022,1.06479331686845,1.09308052909497,1.05935950190681,1.08445582203707,1.08791457482551,1.05225180525469,1.04249440894346,1.07904833848549,1.09445168021511,1.1041314756827,1.1002360505539,0.944687014604166,0.930119130773278,0.991897521089356,1.04443229650839,1.05621921223612,1.0671781175191,0.83914925761293,0.853952851327231,0.87757253185992,0.889487712550094,0.930184605103539,0.962898870989229,0,0.804113936161616,0.973777618069585,0.965843206636005,0.991797960482281,1.02227645862446,0.933687725063012,1.02304378884319,0.957629298320121,1.00852823486232,0.993334533519051,0.995953306638685,0.950865651361826,1.00198350989824,0.974785162294885,1.04145849876084,1.02035969525034,0.965733671292624,1.02460212999619,1.05459845220734,1.01927869099219,1.07389226314599,1.01738010144926,1.05396567333996,0.965736703826393,1.01849085503522,1.07815923638943,1.10498963767755,1.14400811146986,1.02619305788715,1.00221300871763,0.98675318287794,1.080070140084,1.11321768908421,1.07776660576754,1.14365567355334,1.0041537856189,0.972633466045089,0.973357528680003,0.973887036343632,0.953519276604709,1.02150419100632,0.989306021551228,1.05118984240649,0.969777780364562,0.939402483814915,0.933613386040064,0.959398887419376,0.91637214490326,1.01599532842636,1.01701252708778,1.00090612032123,0.984497807879818,1.01228050383871,0.976941093864591,0.981908490227677,1.02885326203053,1.00101151811415,0.973547687052923,0.998603482766634,1.00975133886837,1.01387016587757,1.0063502592377,1.01709003720596,1.05697160751131,1.0157688556886,1.03001886462658,0.996144689606045,0.962398371630253,0.998999366968462,1.01410997678294,0.981949432221629,0.954498216135233,1.00799960059147,0.97714182671625,1.01788682325375,1.011711338705,1.01242184470655,1.00587127037567,0.99521181146192
"Charriere_Sainte",0.982934575114757,1.12908072793563,1.13386033514916,1.05318711041244,1.1347495130765,1.11603084106426,1.16968518802805,1.10476574108869,1.11035876137339,1.10836281495796,1.07131500674718,1.08037788638205,1.04783511093421,1.08267308390639,1.15122674850288,1.13457503735748,0.89386167253064,0.943797109859823,0.978857014564341,1.04778881079662,1.06920472440705,1.04707372182074,0.822014602389285,0.80963209753187,0.802364956960872,0.846609813190985,0.897310983021983,0.957972912965746,0.804113936161616,0,1.01189467772119,0.925072351448077,0.952086027525349,0.978920402243919,0.919240017192798,0.980622201826136,0.92452166903344,1.03700882502577,0.941181247266302,1.04518113747764,0.971311215740677,1.02722813111371,1.00103252345836,1.07908455694898,0.960426595411188,0.955265812402987,0.958234884897522,1.06684420629725,1.02067691155298,1.1381595048507,0.992549995860421,1.0247517302957,0.929698389161736,0.98419424283942,1.0739654391999,1.14066182498057,1.1694765465576,1.0764423414764,1.01151790236654,0.977378715353258,1.12142058052899,1.11801070279148,1.07749363718864,1.17752512184924,0.982467963665466,0.988040223012566,0.953783468827746,0.941876260009813,0.937120956115009,0.949673790998552,0.958543494611396,1.10510192256882,0.948761841494508,0.981076888072728,0.926311404211286,0.913702795801157,0.911482159497699,1.00560764741678,0.982820934809929,1.032994100269,0.998130547828792,1.00264153291719,1.02975595482898,1.02485732728156,1.02625039322196,1.04445035516452,0.968214764884933,1.01163876472202,0.996045901915665,1.04775150734012,1.07691608501857,1.05744696539188,1.11834531638018,1.09235497581908,1.05389795915975,0.976258465934965,0.916721312730698,0.961762452367883,0.975706825680362,0.976129336376626,0.937365582169467,0.971120939311206,0.951690445884655,0.99411505099303,0.97106722166454,0.991808104140254,0.987487835711548,0.98825275560268
"Crebillon_Atheniennes",1.15238298904027,1.03029882525746,1.03327711568117,0.972098370095897,0.948010074545837,1.04615900192809,0.927642625574525,1.10191646159548,1.02433784322719,0.980165576981197,0.909135684550524,0.990937678648138,1.03732809991996,0.91188825353981,1.0438962547112,1.00136710798862,1.10550639100842,0.883301428274064,1.05357098095455,0.977889465860474,0.972796669566171,1.05586062971034,0.9185075838668,0.963694465217709,0.888446804006491,0.970959779571681,1.02827573641927,1.01349602770791,0.973777618069585,1.01189467772119,0,0.498273089013975,0.468603443934517,1.02247158678548,1.10112318637751,1.04014027594713,1.04648139111903,0.903076502449642,1.04768867849898,1.03809409913535,1.07823879268139,1.08941174667365,1.14290831654229,1.11244591303014,1.07027286597522,1.0084931453649,1.09335747888285,1.15266889674236,1.15674628822375,1.1249992620633,0.871153774315319,1.04616387936942,1.05347152729175,0.969558515867571,0.995999459444784,1.11874486794205,1.05019425541384,0.974494785114019,0.887654266840172,1.04803170348408,1.09764008091539,1.11071683045225,1.08022689784215,1.1345947791465,1.04346253228215,0.967091532260715,0.952297324528229,0.947679730430674,1.03430936921956,1.1647008813967,1.09395042285761,1.02388861526404,1.15372554806602,0.936079723919786,0.956729168737882,0.999519942632842,1.09632445937328,0.967806548976882,0.85675218189896,0.856910472878647,0.881110944180467,0.815072924094418,0.938649397300924,0.832675525147568,0.897175379375603,0.837882982301905,0.985487557747167,0.870034816435195,1.1040720056254,0.928315848513956,0.901527220585496,0.995016472401453,0.981867266446658,0.918623247906577,1.10940287441231,1.00795660471599,1.1625077828233,1.06166979059636,1.04282122345164,1.06881126099878,1.11863560345327,1.07164696794122,1.05745413959377,1.02445094649399,1.14121157228313,1.07571063563375,1.01548198995107,1.08358779230256
"Crebillon_Conte",1.0500313619928,1.09281899368448,1.10758626182585,0.940670659512552,1.03173732696832,1.13167058462213,1.04537827635249,1.12229659785738,1.06512251015945,1.05110313610921,1.03002144731337,1.04540100720645,1.07665641799546,1.01316663954071,1.14251002071974,1.0936648083921,1.01772206916897,0.981698872684747,0.980191160770726,1.01622254981933,1.045687193787,1.05496965402387,0.919990525012031,0.972974678817012,0.921396413989219,0.973930222396051,0.928984396442894,0.971915217981668,0.965843206636005,0.925072351448077,0.498273089013975,0,0.541267860898281,0.998256775835275,1.04704166946159,1.01853493274323,0.853621917231186,0.962323003835203,1.01391147444551,1.09197321808205,1.07179778079259,1.11013579781906,1.13202095068296,1.12248997965883,1.0159623188172,0.996988341660775,1.03704316007536,1.12588982422025,1.09426598149701,1.16771133725508,0.959871533012922,0.965875182945682,1.07779340043378,1.01997517398173,1.05237413851961,1.12974193398604,1.0990918887763,1.05673752028186,0.875061535666452,1.00932916430564,1.11855729118234,1.08796932315649,1.03778598216676,1.10417361497251,1.01897507492239,0.95279079669489,0.860014998492137,0.914589369699832,0.993804800954989,1.06361844968654,0.993873970114729,1.02317632472082,1.0607014125091,1.03775980636949,1.03389144961689,0.936826554182165,1.07902451734294,0.96021905621405,0.81115663954163,0.919509626216117,0.960725849348411,0.946269093297404,0.934186506197763,0.938330972639587,0.998588011713094,0.971056199983468,0.910728790569136,0.944417114723057,1.01922259308626,0.993959280259696,0.972507678585874,1.01402926025826,1.04630439236713,1.03881812193056,1.10298205011447,0.993195721137001,1.05127874819194,1.02069822975101,1.02321384237084,1.05693165730437,0.99551917404096,1.0629688484436,0.956709816651305,0.997069265172708,1.03426214007211,1.00260949462806,0.97736161142962,1.01153719807208
"Crebillon_Nuit",1.06386447422157,1.06462725521934,1.06475687674631,0.953535752109597,1.01456403921784,1.06207387794863,0.988626949293045,1.08622666893692,1.06779939738907,1.01188874899175,0.971870398256734,1.03822200047807,1.09040444129786,0.947185901824704,1.08746250009235,1.07145248433824,1.04139509509249,0.935716864695957,1.03569038165924,0.977879439959396,1.0500244147088,1.10742215167851,0.861140318526418,0.933647424317626,0.873288867758036,0.891194813243226,0.989485207783736,1.0325792217745,0.991797960482281,0.952086027525349,0.468603443934517,0.541267860898281,0,0.977015912299843,0.987982363203603,0.985594572950337,0.9550249833593,0.973207285006359,0.939873916410225,1.06999871402984,1.03264410540705,1.06669956048254,1.08472826160694,1.08979900596016,1.00390108223121,0.975837293234759,1.05457873573556,1.1509553807089,1.1108751221449,1.18265383896166,0.902508860921531,1.06070167384462,1.01398576910876,0.980899045229365,1.06378326692276,1.1625494824209,1.13434873695091,1.09336742997675,0.896536290383673,1.01230582647191,1.19214762338135,1.19073532400581,1.09641759680528,1.19157730610616,0.967165883110225,0.932865069451038,0.914175289913571,0.932669882425483,1.02443460708203,1.06606627005729,1.06747602604413,1.10206385312914,1.02397512251029,0.958516548126741,0.946808408015275,0.905256396044356,1.10562705327117,1.00447183610793,0.928885503956967,0.876249557490962,0.897322146101172,0.841417325953323,0.980932452133789,0.929590494179926,1.02951753055835,0.926150964639763,0.970932649680646,0.961963626027035,1.04505154973064,0.965945303184958,0.967720396955041,0.989201962205668,1.00391805987503,0.947430145922347,1.06852955658361,0.983904781508132,1.08138829858328,1.0230305970581,1.05184159564592,1.07105731367333,1.07280661343818,1.04494846131838,1.02416529165387,0.980193812355149,1.13440997668497,1.02679923101761,0.970567681003653,1.07535745064591
"Diderot_Ceci",0.981177320573199,1.05584784677703,1.03235658682319,1.01577821627882,1.04572460324436,1.03807464578066,1.06245243898427,1.0287535968654,1.03908398082727,1.03569055436241,1.02245454218935,1.02216503792925,1.04072329699109,1.02661255893106,1.04158122412947,1.04918408302517,0.998242682971742,1.02213577881194,1.01186465752508,1.04316889748452,1.04155222950666,1.06136033789228,0.962871331069439,0.997229789189067,0.963526966792563,0.953252787312646,0.986891240959412,1.01818391289516,1.02227645862446,0.978920402243919,1.02247158678548,0.998256775835275,0.977015912299843,0,0.85433737197757,0.885226355873276,0.917671489549752,0.977194510308845,0.873022887186031,0.983174503163109,0.998512666554165,1.0278957980952,0.996099685276323,1.05424965107397,0.950198317196656,0.983842418069814,0.984210739101973,1.06897241667232,1.06200921202021,1.10626582919147,1.0301878987146,1.03459208409717,0.994708763187699,1.0224355603268,1.07339966000667,1.08479673387226,1.09190395362237,1.04165442884816,0.989737031130275,1.00024125294696,1.07903888604103,1.05366476167169,1.05358495960568,1.08395342160868,1.00729240924569,0.97023327419212,0.982090717760596,0.975206539481319,0.958988095057151,0.957948120736241,0.971422432955431,1.05373388262577,0.986257900857482,1.01694390732623,1.01222471213568,0.961187555086883,0.987102454431832,1.01427526143627,1.0140751644472,1.03009060007508,1.0097854592556,0.998727324895821,1.04615236752063,1.05087328478583,1.04900180563631,1.03467187490027,1.01277788076626,1.01987976504562,1.01295607741031,1.05868259048061,1.06689917039073,1.03166321712893,1.06773308076001,1.07711752842848,1.03047023631435,0.959981522935596,1.00248080070509,0.962568876970528,0.999963269114956,0.967349425513209,0.991458862318211,1.01929004037355,1.02006351319119,0.981931800281252,1.02989317217728,0.996922211379429,0.997638619941646,0.995396965609782
"Diderot_Jacques",0.91909907883373,1.11201528589289,1.10816505173439,1.00073911389047,1.15452600896561,1.11058516742527,1.15744357684237,1.05234702005279,1.14244190403165,1.14067043464945,1.1385211646211,1.10138615252995,1.07551781018638,1.13395292734776,1.13075281424816,1.1555372872958,0.923883948470874,0.958630727626712,0.988876705041187,0.969152319873875,1.00735912503477,0.933855439533268,0.978932454147859,0.930051665080689,0.920515635613683,0.887929998352262,1.01898863185773,1.03787120069101,0.933687725063012,0.919240017192798,1.10112318637751,1.04704166946159,0.987982363203603,0.85433737197757,0,0.714018030906993,0.842307946826449,0.968344342434151,0.825043741296587,0.895693163466396,1.00791317223239,0.958268008468671,0.88940353920984,0.988876425238652,0.884069080246449,0.898480143978212,0.966186111534278,1.05169537929885,1.00424660711716,1.08643916722112,1.09333278113247,1.1222134440018,0.976040503536723,1.0650992926169,1.11761521282114,1.14952704332227,1.21237192805252,1.07967222675084,1.03856390508286,1.00146063328313,1.1090586411355,1.08319903859015,1.06189509476479,1.13583492966123,0.845388873716537,0.974924162321533,0.970521586445904,0.928374507465923,0.970721165851451,0.855342482629823,0.844565425430416,1.12134425106596,0.848777870290891,0.954163110556561,0.909755681783094,0.977793773531338,0.927404916488208,1.15866360109002,1.18630593528993,1.13830919337369,1.10373897239949,1.03527199214685,1.22086943082293,1.15287655069145,1.01638564509438,1.06377208985003,0.986277162405409,1.08686864697706,0.894827637450611,1.03367647516945,1.09186432365974,0.999211888864075,1.01127811250073,1.00139552235861,0.932652102523082,0.975504534432601,0.797112348373991,0.951516541679996,1.01256150126253,0.907549049336381,0.925881306270949,0.939265851778615,0.925579225040534,0.940077740805576,0.958996272236967,0.964586492139584,0.99877981306171,0.942082906826473
"Diderot_Neveu",1.03576908147654,1.11461763032133,1.11142704974408,1.03574158447846,1.14195213923929,1.09790247641762,1.14459841936704,1.05668650655161,1.0706825367055,1.15562799744566,1.13565569486572,1.10916818956769,1.05303088239201,1.14030092545493,1.08378048371932,1.1110894402436,1.0146971213873,1.02410997850286,1.01675834329591,0.993018191024714,0.993597501897716,0.929165557956713,0.973415504170353,0.923345393993848,0.898370462217933,0.895026150997835,1.04946674456121,1.02330390094442,1.02304378884319,0.980622201826136,1.04014027594713,1.01853493274323,0.985594572950337,0.885226355873276,0.714018030906993,0,0.875147741691157,0.895055098833466,0.859858483290082,0.878530691211247,1.09089774319145,1.04761044609272,1.0030808071501,1.06955187334257,0.882640311423921,0.873016386242317,0.964719860545578,1.07402966658465,1.06750922316212,1.08406265842767,1.0368285020547,1.18543900389939,1.03370054690844,1.07345137186547,1.02409509941998,1.11033443998325,1.0500924211399,0.992941175269877,0.967493719748123,1.04540022646886,1.09125823031882,0.924939704632221,1.02972569753133,0.993302286010512,0.83333901089945,0.955387538774666,0.980310531388854,0.945726315848171,0.984654903131111,0.948351180672847,0.917346830453028,1.08963526842507,0.950863588624291,0.96049509739031,0.954073303313652,1.081390339563,1.01225427535419,1.16447689973942,1.20088367087729,1.10696329289245,1.12505453461539,0.994868004451546,1.24372899611573,1.12065891260861,0.831688441168231,0.967285899467203,0.96809897074211,0.966751072358576,0.894108849075438,1.01295456937856,1.07958418561221,1.03754651736761,0.992147818398607,0.926183546319144,0.919222499541054,0.969933847307999,0.901894966965891,0.994270858768392,1.0019952002899,0.902526593660547,0.977527893898501,0.931318548928414,0.923374398861063,0.917724722364719,0.936661350615057,0.991073090400359,0.962225717632717,0.971058804274896
"Diderot_Oiseau",0.908328099833128,1.11006082594392,1.12386538582264,0.989001565042553,1.11610196758043,1.10567611243276,1.16042236235581,1.11817305715109,1.07608199446612,1.1319661486635,1.11851731019669,1.06900837770278,1.05910633109127,1.09301320839809,1.14404874345304,1.10996792920925,0.961961195220372,1.01691195221043,0.932028303972625,1.03107117047429,1.04199138560941,0.997096445228308,0.975383492570959,0.972861676346869,0.963602349667969,0.957851073503368,0.935979512413861,0.98452379824399,0.957629298320121,0.92452166903344,1.04648139111903,0.853621917231186,0.9550249833593,0.917671489549752,0.842307946826449,0.875147741691157,0,1.00439536322239,0.868584800291514,0.998192974739734,1.01859479514524,1.05983552211326,1.03177768814588,1.104091870949,0.962579549847428,0.957724077893097,0.968486515908126,1.04653015070852,1.00118573218872,1.11885741420678,1.05284389471821,1.02333262850444,1.02209724539008,1.06587829174042,1.10340347514027,1.12450529755965,1.13016831598426,1.0619699885229,0.92854106949128,0.96239695884651,1.09953568832311,1.07162547782929,1.02198183342428,1.08004459384645,0.954229160185096,0.967465261175595,0.913311173587513,0.938515782928794,0.920019669309409,0.903273073153829,0.940954837824841,1.0420393314954,0.904428311643619,1.05120823182413,1.02608525700141,0.936904699729869,0.976259837343057,1.03057868689612,1.0050755439881,1.07338725773081,1.05551255274729,1.04541490349795,1.06496534456859,1.06481245502509,1.05835823258545,1.07781436126119,0.920467419492245,1.05617292557933,0.908229797794837,1.05946957478012,1.06658063182062,1.02800288067347,1.05973391061581,1.06582038460763,1.00273237961849,1.00379892890465,0.923381299439988,0.948056693286663,0.996805952801042,1.00629896218522,0.945860498149294,0.999020952334241,0.939262264761807,1.01614587277781,0.900927098384988,0.949881445550955,0.977773356621688,0.933559003012888
"Diderot_Pensees",1.09475755023088,1.05683407425622,1.04424882577618,1.07112964698459,1.06878441385067,1.062481740943,1.0408861518584,1.07383783616646,1.03414409781171,1.05609791237328,1.03278878679443,1.05951764635931,1.04958070484032,1.06384655443981,1.01875536015944,1.00076959465678,1.06987828228135,0.987183991499936,1.01514822502425,1.07488792232469,1.03214727887863,1.01825374516917,1.06417068801191,0.983153989317861,0.979065412824572,1.02233555715559,1.05286814319036,1.00206266571598,1.00852823486232,1.03700882502577,0.903076502449642,0.962323003835203,0.973207285006359,0.977194510308845,0.968344342434151,0.895055098833466,1.00439536322239,0,1.01038313322469,0.904173750790916,1.09965764307151,1.04607578959026,1.06709131506594,1.06624708038941,0.969211221913118,0.937469637963361,0.999028819540967,1.10303866192455,1.11021593663749,1.02423190170749,1.0243382386892,1.11621317610933,1.05570185205006,1.04645706978774,0.967415009803363,1.06212465020527,1.0133194151354,0.911703847169792,1.05521701849661,1.05759110186357,0.968923513985571,0.889839760916254,1.05874173820423,0.977226587551973,1.00311700429981,1.00890737215694,1.05380115607532,1.05194966517286,1.02968404349848,1.05666566271767,0.990089982856919,1.01674780262081,1.07683179570353,0.970714491071653,0.989134312884585,1.09772961771937,1.03760518633083,1.10590090423007,1.11689509604199,1.07243041693122,1.06015326071948,1.01528054611025,1.12294888232728,1.00811887110281,0.83146086365091,0.942975090070132,0.989958120285624,0.933300927144543,1.01913521359653,0.955253676708645,0.991674851257232,0.999580293526719,0.963384330875663,0.887964649560666,0.925585377923216,0.944126775033446,0.994226720635184,1.00628145650441,0.987408215030532,0.939413842087996,1.00978795143337,0.92603723752248,0.940688282732063,0.923254675029017,1.00630169093076,0.9875512259098,0.926002656413419,1.03772723069425
"Diderot_Religieuse",0.870751895648318,1.05167083303843,1.02982945236268,1.09253279024739,1.06021869981968,1.02908332897945,1.05472745984082,1.08840523680725,1.08515294129075,1.04841440017803,1.09648721566616,1.0467234845502,1.0951559453116,1.05166780973744,1.10192406606216,1.11070285198017,0.948398166681888,0.913295659715953,1.00747381291462,0.933647690389445,1.02491260788602,1.02848629530225,0.880028634588476,0.979818849709266,0.939521347750899,0.89919164433122,1.00812037178859,1.05597259042787,0.993334533519051,0.941181247266302,1.04768867849898,1.01391147444551,0.939873916410225,0.873022887186031,0.825043741296587,0.859858483290082,0.868584800291514,1.01038313322469,0,0.98568365150473,1.01811337020416,1.02725379565899,1.0169376474035,1.03517643252255,0.948659405448453,0.968894072227845,0.966398039595051,1.04404534566392,0.982263954874125,1.09508309639141,1.00787175928368,0.973545057153927,0.942146094320594,1.00904288725706,1.09016357736219,1.08974140573844,1.12577103511678,1.12163528182924,1.05226936720932,0.90570740693685,1.10225248940405,1.10428736567475,0.969590770802849,1.08533294169464,1.01780279429974,0.984108594231755,0.979020015976983,0.997162804901232,0.998198130147141,0.783643348317612,1.03728462523362,1.08712821991575,0.898999740847101,1.00853373331356,0.947654364417309,0.881777084388932,1.0286640646673,1.02335125052082,1.01901496068104,1.01713441523002,0.990713738482643,0.99481715595923,0.991534075306353,1.06869625836955,1.08548473634094,1.06339650860622,1.01094169614755,1.00824143513823,0.963403307033781,1.01471741863769,1.12029384278972,0.957635568514503,0.996755528392072,1.09053457412854,1.01979465451177,0.980986262736865,0.97968936662652,0.994847292303796,1.00931498257689,1.0515640890848,1.02221581934992,1.00902149348205,1.02996499898217,1.01008723923022,1.05819012241602,0.959964394460802,1.02782955297936,0.98673214379406
"Diderot_Supplement",1.06120568344996,1.08124118358441,1.02421556266666,1.04202750443428,1.0654962673686,1.04235577601793,1.07132765314091,1.01366073993328,1.05363893958303,1.10139677160637,1.09043576145458,1.06200823462765,1.06056841635161,1.10321417941952,1.02167334571455,1.02135359626661,1.05492550258155,1.02801288447603,1.03396803580292,1.05510614364091,1.03291724970648,0.990302251477175,1.09517421298632,1.00048978966317,0.978323306750121,1.00849095149878,1.10108185764449,0.955768641859816,0.995953306638685,1.04518113747764,1.03809409913535,1.09197321808205,1.06999871402984,0.983174503163109,0.895693163466396,0.878530691211247,0.998192974739734,0.904173750790916,0.98568365150473,0,1.04711872316679,0.985709633980073,1.02422373719068,1.01465707043333,0.984439748971929,0.958554953155537,0.998435115100414,1.01914780449736,1.04188099547699,0.958949844378155,1.04867850607377,1.09674536698325,1.05885593678744,1.06863970443284,0.938542353083385,1.01556414602825,0.956347996431901,0.904145743268724,1.05501017300768,1.07494345456051,0.890853389163011,0.88422316771882,1.02841896213262,0.922595816475526,1.00741644494759,1.02315919490879,1.10540364342675,1.07889427973047,1.08572875369374,1.06682042505853,0.993887559062569,1.02952908044679,1.00103777384577,0.944054079584318,0.985077200750458,1.10014668585482,0.968278522138675,1.11279941109993,1.14110530377985,1.09086070074431,1.08959203672981,1.05118100141174,1.14698090370358,1.02014440216015,0.804095333862226,0.908846220063799,1.00370845333815,0.956358315393754,0.988805508918472,0.955019242407474,1.04367971450151,1.00421769723891,0.940902231692594,0.865551494987529,0.915347758823037,0.991779852190056,0.9646826485009,0.998800635476178,0.952718175263822,0.9164676932777,1.0210735697293,0.90645528384822,0.958650918646228,0.946908415138794,0.985810588498895,0.98814526984366,0.960921814202859,1.02048279228207
