"","Anonym_Enfant","Arnaud_Adelson","Arnaud_Anne","Arnaud_Bal","Arnaud_Batilde","Arnaud_Clary","Arnaud_Epoux","Arnaud_Fanny","Arnaud_Julie","Arnaud_Lucie","Arnaud_Matinees","Arnaud_Nancy","Arnaud_Sargines","Arnaud_Selicourt","Arnaud_Sidney","Arnaud_Zenothemis","Beaumont_Belle","Beaumont_Clarice","Beaumont_Prince","Cazotte_Diable","Cazotte_Honneur","Cazotte_Ollivier","Charriere_Caliste","Charriere_Femmes","Charriere_Lausanne","Charriere_Neuchateloises","Charriere_Noble","Charriere_Observations","Charriere_Ruines","Charriere_Sainte","Crebillon_Atheniennes","Crebillon_Conte","Crebillon_Nuit","Diderot_Ceci","Diderot_Jacques","Diderot_Neveu","Diderot_Oiseau","Diderot_Pensees","Diderot_Religieuse","Diderot_Supplement","Ducray_Cinquante","Ducray_Coelina","Ducray_Soirees","Ducray_Victor","Duvernet_Devotions","Duvernet_Guillaume","Duvernet_Retraite","Florian_Estelle","Florian_Galatee","Florian_Numa","Genlis_Adele","Genlis_Chevaliers","Genlis_Emigres","Genlis_Meres","Loaisel_Ainsi","Loaisel_Comtesse","Loaisel_Dolbreuse","Marmontel_Belisaire","Marmontel_Contes","Marmontel_Dejeunes","Marmontel_Incas","Mercier_An","Mercier_Jezennemours","Mercier_Songes","Mirabeau_Conversion","Mirabeau_Rideau","Nerciat_Aphrodites","Nerciat_Doctorat","Nerciat_Etourdi","Nerciat_Felicia","Nerciat_Monrose","PigaultLebrun_Adele","PigaultLebrun_Enfant","PigaultLebrun_Kinglin","PigaultLebrun_Metusko","Retif_AntiJustine","Retif_Paysan","Retif_Paysanne","Retif_Sara","Retif_Vie","Riccoboni_Ernestine","Riccoboni_Histoire","Riccoboni_LettreJuliette","Riccoboni_LettresAdelaide","Riccoboni_LettresFanni","Riccoboni_MissJenny","Riccoboni_MylordRivers","Rousseau_Emile","Rousseau_Julie","Rousseau_Reine","Rousseau_Reveries","Sade_120","Sade_Aline","Sade_Crimes","Sade_Infortunes","Sade_Justine","Sade_Philosophie","Voltaire_Amabed","Voltaire_Bramin","Voltaire_Candide","Voltaire_Consoles","Voltaire_Eloge","Voltaire_Homme","Voltaire_Ingenu","Voltaire_Jenni","Voltaire_Micromegas","Voltaire_Oreilles","Voltaire_Princesse","Voltaire_Scarmentado","Voltaire_Songe","Voltaire_Taureau"
"Anonym_Enfant",0,1.08288091935329,1.11157720679567,1.00191207385616,1.13632229777162,1.10208745371716,1.12768795295591,1.10540666728434,1.09761456578232,1.12660844144674,1.13128051139815,1.08732233850498,1.06348166290738,1.12162450417003,1.12273292258759,1.13736137851362,0.959335447908163,0.982472198991888,1.00578381153383,0.887624865378041,1.01616584631366,0.944877196836535,0.962331142324109,1.0241951410433,1.05716057567493,0.954447336464594,0.996633635929279,1.05535019041059,1.00847259632456,0.983904388213621,1.15943139789728,1.05641161305295,1.0717642627339,0.981205693259714,0.923416347549981,1.04452152640764,0.912822456000779,1.09897339042636,0.877223803727223,1.06665139171855,0.932442542549344,0.990432740469181,0.932753005987898,0.970491869327247,0.996355178613359,1.06507049379782,0.979001929003521,0.991556086211898,0.935287440565738,1.07095733149282,0.986675014294893,0.881246179583307,0.909934961277035,0.925437157492168,1.04324282273734,1.04431221091947,1.04593187895365,1.15805988331866,1.11158734229478,0.921132266953321,1.1207032069761,1.06969155159223,0.988898081655611,1.0527184960329,0.841566249589473,0.736810592097744,0.893180524035312,0.92307864347972,0.855700995281143,0.825005317046018,0.886408032555127,0.962233495446468,0.707184550494112,0.905809531747088,1.03173297209668,0.709765172507956,1.03271586373245,1.03264218527978,0.852945666834919,0.973485581722218,1.02310754636972,1.03005717729134,1.08498263510678,1.08460798240963,1.11833484121233,0.991305629594553,1.10377116142482,1.15240978667131,1.12096962902226,1.01405678321205,1.03582250288412,0.822252539378268,1.00384436973243,1.07566702708342,0.903435823968705,0.9265024912974,1.04676638661872,1.02433906949535,1.04885844654698,0.933606099033104,1.01086982648505,1.03608870378747,1.01666236901162,1.01777563533541,1.04245762724159,0.977966511445383,1.03186105471124,0.97972572563131,0.961911479531165,1.02991435631943,0.987862198890765
"Arnaud_Adelson",1.08288091935329,0,0.741946313072514,0.908592533152499,0.76272562348334,0.800755623025675,0.646240783126591,0.746527795181521,0.816150636821654,0.731426187153276,0.723324296459888,0.763049315679663,0.83120020628793,0.697295081159727,0.772086113758192,0.757993304677312,1.04948175556868,1.07635692658934,1.0339514522295,0.994780813297196,0.96965627915107,0.943857827967562,1.09305417996058,1.1330811907035,1.13250532259422,1.16502413617432,1.06102948684841,1.09606133733186,1.07385505948217,1.12736027952579,1.0297984813463,1.09231933199405,1.06681810076463,1.05525481308044,1.10999545557992,1.1150930130793,1.10742100801396,1.05606481308541,1.05116561888575,1.07766118236035,1.0012265527949,0.924236801992164,1.01080813321763,0.87039914904235,1.12707051527866,1.07838582262825,1.09058148561528,0.937326653991507,0.963913333621707,0.913457500564444,1.07546980420697,0.941015120261509,1.11145777158623,1.04856626039388,0.992810597617577,0.805698095331604,0.92555830145372,1.02036468458557,1.02916668045206,1.0413799585366,0.908434612378524,1.03430057301082,0.906325023033979,0.941561593968696,1.01830576803228,1.07498856602478,1.0912731501705,1.05440521602261,1.05399980440698,1.0685191385773,1.08206736406946,1.07047543541648,1.10226356267061,1.1370609599317,0.917563533980496,1.12309175151036,1.06626932887726,1.08525787757736,1.05698539903507,1.15842724760421,0.978572512936538,0.992134775132468,0.959516700858525,0.975811051419157,0.976679923962484,0.951229049001452,0.99719719207483,1.12648384003975,1.02111375847106,1.11806515591958,1.04506393592172,1.10296385591338,1.04033244067597,0.904204444425517,1.0315076536524,1.00367504169611,1.05958483612879,1.08175431014885,1.06452699251118,1.1244825481915,1.07880593887686,1.09599364599956,1.13522834549856,1.07117437721106,1.09971851927592,1.11178244794984,1.11387808967869,1.12112233512282,1.10413902284968,1.10683236077595,1.10070691911462
"Arnaud_Anne",1.11157720679567,0.741946313072514,0,0.950469319201745,0.757968815251037,0.744076223968001,0.637724236007154,0.66875028696396,0.73268591179692,0.701937647030576,0.752788635699297,0.735336255947125,0.862060274075472,0.742533378874089,0.682237319944275,0.731632338469154,1.06035733468041,1.03372895926986,1.03321917036311,1.03060450990119,0.97956495897507,1.02444979406743,1.10680698122563,1.09344771241496,1.10220086109412,1.14433748434204,1.04673699709395,1.09118646905136,1.08231624542563,1.12927248629789,1.03035282241932,1.10406597136412,1.06374384857871,1.02834110095453,1.10589044639405,1.1085305918236,1.12277733526768,1.04079791134736,1.02715735169333,1.02382011368805,0.984526079225062,0.969137322828823,1.02708605713787,0.933965597342858,1.10745815491514,1.08562956660405,1.06513853966232,0.969998633384246,0.984445958095572,0.908454536990367,1.06896265081179,1.02717962604347,1.1141395435728,1.07821260048775,1.02893230055204,0.803880925350626,0.917623947887932,0.987286706402254,1.03863817268773,1.06086235082252,0.933909075008712,1.02491914915934,0.92343660607415,0.92910561746019,1.05883447609777,1.0987909219885,1.13425886182599,1.09018933237153,1.10721824766279,1.14284487348633,1.16073059444377,1.043859873365,1.1337650024665,1.14606183944201,0.933812948118369,1.13633348349416,1.08866669310392,1.08578700112464,1.11977565186977,1.07232770343418,0.974126276162203,0.986354385873498,0.975368698283182,1.00895363086906,0.9852172246986,0.941780617310782,1.01855327685885,1.07505943664191,1.00546857664192,1.06839964057062,1.09743847201259,1.13208584699052,1.04462311560127,0.963160862365021,1.03446597612087,0.998996999996653,1.0128273579343,1.08758208641874,1.06341469418274,1.14120662953613,1.06257847726429,1.06224110706517,1.11883977182542,1.09311612651776,1.07837251394877,1.11368024011946,1.10934812196458,1.13765695662977,1.08921111336139,1.07802972692136,1.08316087956876
"Arnaud_Bal",1.00191207385616,0.908592533152499,0.950469319201745,0,0.898538543130898,0.948472645508386,0.801120454010448,0.893804889655741,0.918820211420694,0.854080026505465,0.898871013268511,0.906301237265073,0.935682825452925,0.861511452699294,0.923134109170911,0.975582351836288,1.00825360576371,1.07799492615938,1.04240606159247,1.05779415878686,1.0043305030715,1.05622038992943,1.06725842438132,1.04033208999249,1.07154180912924,1.05594723215487,1.02784598864822,1.01012628214765,1.05320993710764,1.05311907090001,0.966199797136443,0.941077020796048,0.959766563007283,1.01913122500508,1.00534276704093,1.04040103254746,0.993026754064642,1.07128964740623,1.09605801607487,1.04445593960481,0.983120346909114,1.03171530517832,1.03652300754457,1.03667884045148,1.03204827472517,1.05189498044561,1.03374199458708,0.997836024098096,1.02569854000023,1.04272736025559,1.03580178549701,1.01351015352762,1.09642635552451,1.04710729152471,0.99119279830993,0.988159069288838,0.978183452888327,1.06878168684385,0.867067008714155,1.03987752673845,1.02905812181033,1.1102522394367,0.982396100097161,1.02407255373173,0.920668714579396,0.973584311529389,0.991243859731929,0.991877841259751,0.951253514810084,0.936446641542434,1.00799581213018,1.01978884168456,1.04300450326579,1.04226220069109,0.991513437000943,0.99504034233826,1.01016086014797,1.02328822341409,0.973814430104645,1.09299439107363,0.966047275077947,0.912564355166085,0.975231197230099,0.987289699686097,0.911305690964938,1.00759329425138,0.994680480537478,1.07257608559283,1.00143355908266,1.02203523744932,1.07778199180312,1.02906399309491,1.07070013449027,0.961737411469027,1.07350224774336,1.06082250589961,1.03116004986171,1.04609578569148,1.03742770351883,1.06058842220424,1.03377618743584,1.06799793358953,1.07777913707827,1.02140351585124,1.09477446670044,1.05820604494299,1.08424762514778,1.04158956216816,1.1059795949577,1.05485403451722,1.06812161550054
"Arnaud_Batilde",1.13632229777162,0.76272562348334,0.757968815251037,0.898538543130898,0,0.793308695785884,0.697607828936941,0.805244743091172,0.853370605690752,0.683458070168812,0.758901522253489,0.843449356239536,0.828862278308056,0.693707728488607,0.776616269020336,0.750494254880521,1.07391208431427,1.0857939490228,1.03241637761021,0.999104147691919,0.944508446010894,1.01331265757835,1.10082665284691,1.1086468357837,1.0969257413193,1.13581788845893,1.04876194963497,1.04443408548575,1.08712631981092,1.13437457508,0.947676051127002,1.03053841295626,1.01443324689133,1.0403266894278,1.15050375555837,1.14024080838924,1.11219563251591,1.0670930577666,1.05874730070479,1.06339974342005,1.01475484753879,0.999591656303529,1.0780099769202,0.969183558392037,1.08719107040993,1.07722233390649,1.06813672431086,0.959973894851332,0.975589085293783,0.868533718590423,1.03171450806724,0.960037662715212,1.11798944429188,1.03556243560238,0.968820269945572,0.881241965484709,0.947924264236839,0.934506150798593,0.932137536576015,1.03523004438224,0.916247720874397,1.01786855929695,0.921483146060088,0.944459699201929,1.0521243592602,1.09939643348149,1.14529257249329,1.08322835878768,1.07143309332949,1.12935091241732,1.15646686177493,1.08357877194521,1.15572700598252,1.16550644501785,0.931818849827126,1.15457379206447,1.06804748796814,1.08576621805414,1.10095919360873,1.11323619601651,0.946230155886222,0.958720402203386,0.928378047944759,0.92824125227566,0.915565516760831,0.898598731778335,0.963550207985387,1.09209583420407,0.972788993789067,1.06050275623094,1.08707647341546,1.16402800603894,1.06484300162297,0.978480736518395,1.10992249964345,1.07146068055491,1.05405979305412,1.08681623331709,1.0549462501253,1.15831586856429,1.06546854725128,1.06835080197176,1.13601031912577,1.1232573343712,1.10782310570312,1.13096940787954,1.10342614293157,1.1165263578871,1.06914055991612,1.08304019758878,1.04376614638529
"Arnaud_Clary",1.10208745371716,0.800755623025675,0.744076223968001,0.948472645508386,0.793308695785884,0,0.680602744252881,0.726806751426802,0.725535613697125,0.79295234481346,0.796317449646878,0.800118122448968,0.916320210043302,0.790650571815396,0.747951619925639,0.819471641620527,1.06558623919377,1.01707587716982,1.09785344263392,1.00585444978389,0.986164269755523,1.0280618515172,1.06440438877734,1.09713691819114,1.10368290727106,1.0852994772237,1.05370761236554,1.09505255130925,1.06239269897966,1.11515882532542,1.04598330255065,1.13181372022696,1.0659673588452,1.03893837353943,1.11082030902964,1.09627745973856,1.10464693141312,1.06031489408287,1.02947023999967,1.04161915736132,0.982449124302209,0.991472210856613,1.01856718699069,0.949518787182792,1.10395698031739,1.09854048236999,1.07176582219497,0.975016747299468,0.970856514608435,0.939052326049126,1.01648447752795,0.987567189083393,1.05988290474701,1.01890955346854,0.982020568943513,0.920192907210742,0.890396984102854,0.984094138489942,0.974116164004567,1.02543866823659,0.968268513069738,1.02321603136129,0.934656830057207,0.949783218787242,1.01928136758212,1.04237756265268,1.11578752930014,1.04699023192199,1.02969777581075,1.0822906939117,1.09977517724912,1.08416425822519,1.07626026262178,1.14486172443353,0.985089168850534,1.10740088924267,1.01679827836937,1.02441421777165,1.04080020975261,1.05587210930022,0.961893728616702,1.0009578899103,0.970657109918486,0.986373037721611,0.941495931171733,0.921750688798917,0.981142921257585,1.0648751343695,0.954303732245001,1.11138052890062,1.04611521300737,1.13814115111113,1.04232714569761,0.966444164106542,1.02637769818932,1.02466695555814,1.04348932814945,1.07750224731747,1.05982789049164,1.11791496430817,1.07760000344794,1.06248961653416,1.11916136956458,1.07710486981236,1.08246141082302,1.10528178484282,1.07426206619318,1.12953305702861,1.08595851907798,1.06682500182782,1.10830702141421
"Arnaud_Epoux",1.12768795295591,0.646240783126591,0.637724236007154,0.801120454010448,0.697607828936941,0.680602744252881,0,0.726123730351647,0.77840378083812,0.631020102306727,0.62833496408363,0.74291696056156,0.86267212576283,0.632530816366069,0.654679331807128,0.716977452021168,1.1115686879716,1.02752010382603,1.094244405147,1.00498316336675,0.988849518247833,1.07123585426236,1.06933430936068,1.11690981063581,1.11378680190918,1.12085339081547,1.10551782358741,1.09465518393388,1.09142470941675,1.16882136773327,0.927785181176936,1.04524194635076,0.990394823846885,1.05814545865425,1.15511484937,1.14150168612315,1.1599895762169,1.03730354172207,1.05505891871707,1.07121429471132,0.980758894679188,0.965822508488562,1.03277367381595,0.916232797509502,1.15809974164055,1.12362118586194,1.14578334334018,1.00708715674344,1.0080540761143,0.95994155327975,1.0515659787487,0.986009505943629,1.1123894576589,1.03797178039523,0.973360663587187,0.837828055873332,0.890139442303399,0.998569305056331,0.977178190874877,1.03316425657906,0.954969174100678,1.07645020197732,0.88674990990282,0.949473218115964,1.04789034731607,1.06451194699795,1.12471759532849,1.03921434908698,1.05914725183193,1.07698402504064,1.11579763927088,1.10921036103436,1.14370565020862,1.19700694165924,0.981012781700078,1.14556094638807,1.01655825727919,1.06324619391427,1.03629022434597,1.15447536111233,0.962485827587901,0.971740989263751,0.904427360708971,0.930171979249134,0.871722711257516,0.919805169043589,0.961683263962596,1.09520218959458,0.91851977085655,1.13104747075325,1.00683918985003,1.18669672053114,1.01083674529763,0.892435322719523,1.0299348597623,1.0134249379317,1.01940943431487,1.07003907782236,1.05358917008907,1.19106892223081,1.10902460048441,1.09439115447792,1.15921094160859,1.11083908774085,1.13018762413802,1.13996382158882,1.12251609386645,1.20782025819194,1.11750610525905,1.1249434965013,1.14400491857394
"Arnaud_Fanny",1.10540666728434,0.746527795181521,0.66875028696396,0.893804889655741,0.805244743091172,0.726806751426802,0.726123730351647,0,0.798323939023548,0.784712461873413,0.78411480943587,0.774579815932863,0.864435368764403,0.813349802755122,0.753362688366725,0.797073904503049,1.04721154187202,1.0639912717206,1.03918441726483,1.06312401046676,0.996954522147282,1.01583201644405,1.09373433475798,1.12085312936072,1.1207770947874,1.13691469548978,1.0256593207,1.07078688097341,1.05582291713238,1.10401539327848,1.1003332179689,1.1195981020825,1.08897460313305,1.02518998041904,1.0505457996958,1.05314868925918,1.11669777555721,1.07102571198298,1.08656407816536,1.01269241993181,1.00296786080114,0.963923929028269,0.986173729596807,0.942520207138538,1.04538395536657,1.053540841263,1.04845271977512,0.974166134406518,0.995659500281427,0.909318943146499,1.09262431756424,1.03028886518668,1.09074592451635,1.06523757152175,1.02681516705969,0.86713218926323,0.916020768679256,0.989284745376116,0.980460260899816,1.04259782938393,0.933415827056726,1.03945871625953,0.975808779179604,0.944882090954807,0.979790433902158,1.11553707284061,1.08091612566824,1.07621735426382,1.07734137002395,1.10967263285325,1.10694998352742,1.03187540469748,1.13083444442456,1.11863543198997,0.955996692678882,1.07326308439425,1.03722862923057,1.04528157361723,1.09978555431433,1.04526156092114,1.01408870921487,1.03087159434858,1.03031841832959,1.03047621455556,1.00640452868912,1.00426393576761,1.0308377886562,1.1011593209638,1.04260383059749,1.05270948746937,1.13166483625021,1.09864659928995,1.05770331523235,0.933286159329445,1.04046258030309,1.02311103976226,1.02043499126198,1.06064538123737,1.03726841944374,1.09359324056473,1.05217061751205,1.07611325302865,1.09040795780209,1.01708150418254,1.05514662194225,1.10957111501115,1.06363753594396,1.04748068133147,1.06884750017329,1.06279402655274,1.06922342997753
"Arnaud_Julie",1.09761456578232,0.816150636821654,0.73268591179692,0.918820211420694,0.853370605690752,0.725535613697125,0.77840378083812,0.798323939023548,0,0.822866134814905,0.810439015832521,0.767183236486661,0.864092556714687,0.82263368479676,0.793433011509391,0.787452049285163,1.06560291135129,1.04172825065365,1.04305681513868,1.05380179092599,1.01871508149236,1.04777038900139,1.09558677825336,1.07835238060264,1.08316708249118,1.14423729046126,1.02586523710495,1.05699707858845,1.08208404125955,1.1076885335379,1.02314510341074,1.0622256746514,1.0662137676146,1.0376998273605,1.1396373086596,1.06865628295664,1.07629183295124,1.03246525404098,1.08262890900115,1.0540861569733,0.998338972919381,1.03455487943603,1.06924973155574,1.01554871714643,1.07594583011476,1.07199662487856,1.03348453259317,1.0541371353786,1.07791727773879,1.01840156472053,0.995408289789157,1.02391865499298,1.09671430920785,1.02125381309668,0.971934209550045,0.896267693309619,0.838555358416048,0.964050877977881,0.940076516869,1.06193613217685,0.991986181722314,0.949263426435675,0.955445601536609,0.927188418447785,1.05157910959328,1.06729905645485,1.0966971987615,1.05357844220116,1.04179498675418,1.06936933036904,1.06937163429617,1.02028707178285,1.12700552782264,1.08237866206192,0.973691141371801,1.16139522120838,1.02771626501797,1.04659690040554,1.07379283608609,1.01939896930655,0.938873056985558,0.945212269210819,0.96446769118535,0.982445597643748,1.00852611489297,0.972970879263422,0.985450441673759,0.991349218216944,0.964840780103161,1.03534267803598,1.01117771997772,1.10541096738008,1.05315696870221,0.972157790809136,1.04559518014855,1.04805320065884,1.01750475501974,1.07879447015417,1.06197141471667,1.11845021963808,1.05672363615969,1.04452156115857,1.09236069745799,1.06054656947265,1.08488357003717,1.08748147095011,1.07707532550404,1.08238819362742,1.08548373772914,1.04532586203527,1.08322002372289
"Arnaud_Lucie",1.12660844144674,0.731426187153276,0.701937647030576,0.854080026505465,0.683458070168812,0.79295234481346,0.631020102306727,0.784712461873413,0.822866134814905,0,0.715799147565857,0.793241469110309,0.883015281863948,0.620021397360138,0.792335237126978,0.757932737128488,1.04801471007622,1.11507934585047,1.06809677224486,1.03854578666437,1.00631688914574,1.0819399856649,1.09490877723328,1.11541269376607,1.11325243501477,1.11568378852345,1.04063965798364,1.06875539296587,1.08588944915097,1.10727329716101,0.977769068027581,1.05117083838297,1.01195120563645,1.03199411360436,1.13763127627206,1.15419422884442,1.13116118252253,1.05333928560992,1.04755833953214,1.10134369486073,0.978151645937716,0.981281172671046,1.06511300100544,0.955694673745525,1.09027772767562,1.10852204316571,1.0518194971502,0.977586898613761,0.988980677005113,0.926834865378981,1.0625306548573,0.978396277887853,1.13680632632035,1.04572765266009,0.989135824270889,0.832158831174705,0.924539029666882,1.0371597650886,0.96833250783338,1.03913524566604,0.948038359829127,1.08463386113578,0.943135446549305,0.991046039613763,1.0590827461725,1.07337432917523,1.11298811809551,1.09031867704999,1.05804534000054,1.11028173849898,1.14079621648302,1.04905427743761,1.15715006034165,1.14630005493549,0.935158955926884,1.11013904512271,1.07298753263957,1.06856772525988,1.06090713336265,1.12227239293794,0.956600375340467,0.927663843720815,0.926056796281693,0.913394877367807,0.909510416018032,0.903353762418295,0.980475514789224,1.13739645430074,1.01856739401843,1.06898769956066,1.08671565319186,1.13853206135832,1.04879379664612,0.939594563239192,1.06063262419887,1.04730872343139,1.04713721110057,1.08285518853695,1.03843055125038,1.18116494431163,1.03902589532378,1.07036785290746,1.16017564483283,1.0821430883871,1.11618721809618,1.12373610683844,1.11050795718016,1.14383864263067,1.09644532154231,1.06967179809128,1.08903998270876
"Arnaud_Matinees",1.13128051139815,0.723324296459888,0.752788635699297,0.898871013268511,0.758901522253489,0.796317449646878,0.62833496408363,0.78411480943587,0.810439015832521,0.715799147565857,0,0.730889647540166,0.795693387631262,0.659725275759119,0.751673855383423,0.749895629403864,1.1206726135925,0.988929969904909,1.08628690997624,1.02714497414535,0.924345674280698,1.05528187834366,1.07975258924457,1.08399892072044,1.07376271548835,1.12754086132687,1.07569774532547,1.05088568157804,1.05118014533931,1.0706646875397,0.908557507900275,1.0287809163748,0.971778519495019,1.01877283320167,1.13642722592744,1.13311305984099,1.11755109092002,1.02987249165717,1.09530720113592,1.08975661018655,0.970744129647352,0.981839892778834,1.02639453362539,0.973404359223168,1.10733043796522,1.11195159174141,1.09254950941574,1.04959433353583,1.07977083882042,1.02363340140754,0.954611107468748,0.973119049520327,1.05735004325456,0.979228446678142,1.00645306589131,0.943238443181746,0.976012616549353,1.03721116826374,0.975928836733595,1.03907451747131,1.05132137218864,1.0978633683346,0.991236728948916,1.05382680081674,1.0958359744563,1.04578802817111,1.03969623437263,1.00834018400548,1.00363962098031,1.03845157180558,1.00121834311219,0.988596460596052,1.17446894507637,1.12971847432605,0.969734849575014,1.16436993986175,1.02018480454764,1.06124510170171,1.05451165662411,1.06768178274337,0.915749403186854,0.908036085234925,0.92442574679896,0.893643641882439,0.94323080695942,0.853707740333401,0.863384071920703,1.0708313804026,0.992134949762589,1.07514349298916,1.03203253982799,1.13099854159904,1.03132832909045,0.931257871399276,1.05686783710672,1.03769540026867,1.02440755846933,1.13163821760292,1.06613007512991,1.20507774476073,1.09641038989335,1.10361703902262,1.15150839102473,1.13224521547579,1.15698068198595,1.12766924772409,1.1171213955773,1.17095676035019,1.13138155590593,1.08166949162463,1.12080269393358
